nik_valid,memiliki_kk,domisili_tetap,data_ganda,masuk_dtks,status_perkawinan,pekerjaan_kepala_keluarga,jumlah_anggota_kk,usia_kepala_keluarga,layak_subsidi
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,48,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,5,51,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,60,0
ya,ya,ya,tidak,ya,menikah,buruh,6,37,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,3,20,0
ya,ya,ya,tidak,ya,menikah,buruh,4,36,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,58,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,34,0
ya,ya,ya,ya,tidak,menikah,pegawai,4,21,0
ya,ya,ya,tidak,ya,menikah,petani,5,63,1
ya,ya,ya,tidak,ya,belum menikah,petani,5,28,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,67,0
ya,ya,ya,tidak,ya,belum menikah,petani,3,35,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,64,0
ya,ya,tidak,tidak,tidak,belum menikah,petani,2,68,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,22,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,34,0
ya,tidak,ya,tidak,tidak,menikah,buruh,2,51,0
ya,tidak,ya,tidak,tidak,belum menikah,petani,2,22,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,35,1
ya,ya,ya,tidak,ya,menikah,buruh,6,47,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,49,1
ya,ya,ya,tidak,ya,menikah,petani,5,29,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,49,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,45,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,29,0
ya,ya,tidak,ya,ya,menikah,petani,4,50,1
ya,ya,ya,tidak,ya,janda/duda,petani,4,54,1
ya,ya,tidak,tidak,ya,menikah,wiraswasta,1,42,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,3,43,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,37,0
ya,ya,ya,tidak,ya,menikah,buruh,8,52,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,5,29,0
ya,ya,ya,tidak,tidak,belum menikah,petani,3,51,0
tidak,ya,ya,tidak,ya,menikah,petani,3,39,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,47,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,1,28,0
ya,ya,tidak,tidak,ya,menikah,buruh,4,30,1
ya,ya,ya,tidak,ya,janda/duda,petani,4,64,1
ya,ya,ya,tidak,ya,janda/duda,petani,7,31,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,6,61,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,31,1
ya,ya,tidak,tidak,tidak,belum menikah,buruh,4,43,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,51,0
ya,ya,tidak,tidak,ya,menikah,buruh,8,58,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,43,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,31,0
ya,ya,ya,tidak,ya,menikah,buruh,7,34,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,27,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,31,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,43,1
ya,ya,ya,tidak,ya,menikah,buruh,5,28,1
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,4,40,0
ya,ya,ya,tidak,ya,menikah,petani,7,54,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,57,1
ya,ya,ya,tidak,ya,menikah,buruh,3,37,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,27,0
tidak,tidak,tidak,tidak,ya,janda/duda,petani,4,42,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,37,0
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,1,33,0
ya,ya,ya,tidak,ya,menikah,buruh,5,63,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,56,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,33,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,61,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,21,0
ya,ya,ya,tidak,tidak,belum menikah,petani,1,43,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,54,0
ya,ya,ya,tidak,ya,janda/duda,petani,3,37,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,41,0
ya,ya,ya,tidak,ya,menikah,petani,5,31,1
ya,ya,ya,ya,ya,menikah,petani,5,48,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,51,1
ya,ya,ya,ya,ya,menikah,wiraswasta,4,35,0
ya,ya,ya,tidak,ya,menikah,buruh,4,31,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,50,0
ya,ya,ya,tidak,ya,menikah,buruh,7,55,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,36,1
ya,ya,tidak,ya,tidak,menikah,wiraswasta,4,39,0
ya,ya,tidak,tidak,tidak,menikah,buruh,1,28,0
ya,ya,ya,tidak,ya,menikah,buruh,7,62,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,37,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,34,0
ya,ya,ya,tidak,ya,menikah,petani,8,41,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,43,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,35,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,65,0
ya,ya,ya,tidak,ya,menikah,buruh,4,38,1
ya,ya,ya,tidak,ya,menikah,buruh,7,51,1
ya,ya,ya,tidak,ya,janda/duda,petani,7,45,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,36,0
ya,ya,ya,tidak,ya,janda/duda,petani,3,42,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,32,0
ya,ya,ya,tidak,ya,menikah,buruh,8,37,1
ya,ya,tidak,tidak,ya,menikah,buruh,5,60,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,63,0
ya,ya,ya,tidak,ya,menikah,buruh,8,43,1
ya,ya,ya,tidak,ya,menikah,petani,3,30,1
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,7,34,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,41,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,41,1
tidak,ya,tidak,tidak,tidak,belum menikah,pegawai,2,57,0
ya,ya,ya,tidak,ya,menikah,buruh,3,36,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,25,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,38,1
tidak,ya,ya,tidak,ya,menikah,petani,6,41,1
ya,ya,ya,tidak,ya,menikah,buruh,5,29,1
ya,ya,ya,ya,ya,menikah,tidak bekerja,6,62,1
ya,ya,ya,tidak,ya,menikah,buruh,5,60,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,43,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,47,1
ya,tidak,ya,tidak,ya,belum menikah,buruh,1,35,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,69,0
ya,ya,ya,tidak,ya,menikah,petani,8,54,1
ya,ya,ya,tidak,ya,menikah,buruh,5,42,1
ya,ya,ya,tidak,ya,menikah,buruh,7,34,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,23,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,54,0
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,61,0
ya,ya,ya,tidak,ya,menikah,buruh,3,44,1
ya,ya,ya,tidak,ya,menikah,petani,6,33,1
ya,ya,ya,tidak,tidak,belum menikah,petani,5,24,0
ya,ya,ya,tidak,ya,menikah,petani,4,62,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,50,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,5,35,0
ya,ya,ya,ya,ya,janda/duda,buruh,7,56,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,24,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,63,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,53,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,55,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,64,1
ya,ya,ya,ya,tidak,menikah,pegawai,3,30,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,5,58,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,41,0
ya,ya,ya,ya,tidak,menikah,buruh,4,45,1
tidak,ya,ya,tidak,ya,menikah,buruh,8,30,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,62,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,21,0
ya,ya,ya,tidak,ya,janda/duda,petani,8,41,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,67,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,29,0
tidak,ya,ya,tidak,tidak,menikah,buruh,8,59,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,1,21,0
ya,ya,tidak,tidak,ya,menikah,buruh,7,61,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,43,0
ya,ya,ya,tidak,tidak,janda/duda,petani,6,39,1
ya,ya,tidak,tidak,ya,belum menikah,pegawai,3,60,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,1,65,0
ya,ya,tidak,ya,ya,menikah,wiraswasta,4,27,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,63,0
ya,ya,ya,tidak,ya,menikah,buruh,7,34,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,29,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,61,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,22,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,4,64,1
ya,ya,ya,tidak,ya,menikah,petani,7,40,1
ya,ya,ya,tidak,tidak,belum menikah,petani,5,69,0
ya,ya,tidak,tidak,tidak,menikah,buruh,2,32,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,21,0
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,3,61,1
ya,ya,ya,tidak,ya,menikah,pegawai,4,56,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,48,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,52,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,23,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,59,0
ya,ya,tidak,tidak,ya,menikah,buruh,7,33,1
ya,tidak,ya,tidak,tidak,menikah,petani,4,61,0
tidak,ya,ya,tidak,tidak,menikah,buruh,3,48,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,30,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,26,0
ya,ya,tidak,tidak,ya,menikah,wiraswasta,3,24,0
ya,ya,tidak,tidak,ya,menikah,wiraswasta,3,41,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,25,0
ya,ya,ya,ya,ya,menikah,tidak bekerja,6,38,1
ya,ya,ya,tidak,ya,menikah,buruh,5,28,1
ya,ya,ya,tidak,ya,menikah,petani,6,60,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,40,0
ya,ya,ya,tidak,ya,menikah,buruh,5,69,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,31,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,47,0
ya,ya,ya,tidak,ya,menikah,buruh,7,63,1
ya,ya,ya,tidak,ya,menikah,buruh,3,36,1
ya,ya,tidak,tidak,ya,janda/duda,petani,7,51,1
ya,ya,ya,tidak,ya,menikah,buruh,6,50,1
ya,ya,tidak,tidak,ya,menikah,petani,3,33,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,67,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,49,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,65,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,29,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,5,22,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,60,1
ya,ya,ya,tidak,ya,menikah,buruh,7,63,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,46,1
ya,ya,ya,tidak,ya,menikah,pegawai,4,48,0
ya,ya,tidak,tidak,ya,menikah,wiraswasta,4,63,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,6,50,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,57,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,3,66,0
ya,ya,ya,tidak,ya,menikah,buruh,3,42,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,40,0
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,5,25,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,30,0
ya,tidak,tidak,tidak,tidak,belum menikah,wiraswasta,5,41,0
ya,ya,ya,tidak,ya,belum menikah,petani,3,29,0
ya,ya,ya,tidak,ya,menikah,buruh,3,35,1
ya,ya,ya,tidak,ya,menikah,petani,3,63,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,30,0
ya,ya,ya,tidak,ya,menikah,petani,3,49,1
ya,ya,ya,tidak,ya,menikah,petani,6,56,1
tidak,ya,ya,tidak,ya,menikah,buruh,3,38,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,48,0
ya,ya,ya,tidak,ya,janda/duda,petani,4,39,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,27,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,48,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,38,1
ya,ya,ya,tidak,ya,menikah,buruh,4,63,1
ya,ya,ya,tidak,ya,janda/duda,buruh,4,31,1
ya,ya,tidak,tidak,ya,menikah,buruh,3,28,1
ya,ya,ya,tidak,tidak,menikah,petani,4,36,1
ya,ya,ya,tidak,ya,menikah,buruh,4,36,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,34,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,29,0
ya,ya,ya,tidak,ya,menikah,buruh,6,38,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,5,28,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,37,0
ya,tidak,ya,tidak,ya,menikah,petani,7,44,1
ya,ya,ya,tidak,ya,belum menikah,buruh,5,67,0
tidak,ya,ya,tidak,ya,menikah,petani,7,44,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,32,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,30,0
ya,ya,ya,tidak,ya,menikah,buruh,6,31,1
ya,ya,ya,tidak,ya,menikah,buruh,3,55,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,58,0
ya,ya,ya,tidak,ya,menikah,buruh,7,60,1
ya,tidak,ya,tidak,ya,janda/duda,buruh,4,52,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,40,0
ya,tidak,ya,tidak,ya,belum menikah,pegawai,3,34,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,40,1
ya,ya,ya,tidak,ya,menikah,buruh,6,43,1
ya,ya,ya,tidak,ya,menikah,petani,6,57,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,50,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,57,1
ya,ya,ya,tidak,ya,menikah,buruh,5,27,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,51,0
ya,ya,ya,ya,tidak,menikah,pegawai,5,39,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,49,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,40,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,63,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,3,54,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,56,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,3,63,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,54,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,30,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,32,0
ya,ya,tidak,tidak,tidak,belum menikah,petani,3,31,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,66,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,40,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,1,50,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,48,1
tidak,ya,ya,tidak,ya,menikah,petani,8,59,1
ya,ya,ya,tidak,ya,belum menikah,petani,5,66,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,29,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,49,0
ya,tidak,ya,tidak,tidak,janda/duda,petani,8,31,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,36,1
ya,ya,ya,tidak,ya,menikah,pegawai,5,69,0
ya,ya,ya,tidak,ya,menikah,pegawai,1,53,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,68,0
ya,ya,ya,tidak,tidak,belum menikah,petani,4,38,0
ya,ya,ya,tidak,ya,menikah,buruh,4,58,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,48,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,32,0
ya,ya,ya,tidak,ya,menikah,petani,5,40,1
ya,ya,tidak,tidak,ya,menikah,petani,6,49,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,50,1
ya,ya,tidak,tidak,ya,janda/duda,buruh,7,48,1
tidak,ya,ya,ya,tidak,belum menikah,wiraswasta,1,22,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,31,1
ya,ya,ya,ya,tidak,janda/duda,petani,3,59,1
ya,ya,ya,tidak,tidak,menikah,petani,6,29,1
ya,ya,ya,tidak,ya,menikah,petani,5,35,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,20,0
ya,ya,ya,tidak,ya,menikah,buruh,3,33,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,55,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,40,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,60,1
tidak,ya,ya,tidak,ya,janda/duda,petani,5,44,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,30,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,49,1
ya,tidak,tidak,tidak,ya,menikah,petani,3,65,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,46,0
ya,ya,tidak,tidak,ya,menikah,petani,4,36,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,58,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,40,0
ya,ya,ya,tidak,ya,menikah,buruh,6,36,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,23,0
ya,ya,ya,tidak,ya,menikah,petani,4,44,1
tidak,tidak,ya,ya,tidak,menikah,wiraswasta,5,33,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,3,63,0
ya,tidak,ya,tidak,ya,janda/duda,petani,6,51,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,44,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,45,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,59,0
ya,ya,ya,tidak,ya,menikah,buruh,8,44,1
ya,ya,ya,tidak,ya,menikah,petani,5,52,1
ya,ya,ya,tidak,ya,menikah,buruh,5,35,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,5,26,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,48,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,33,0
ya,ya,ya,tidak,ya,menikah,buruh,3,26,1
ya,ya,ya,tidak,ya,menikah,petani,4,64,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,23,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,21,0
ya,ya,tidak,tidak,ya,menikah,buruh,4,60,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,2,60,0
ya,ya,ya,tidak,tidak,belum menikah,petani,4,41,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,28,0
ya,ya,ya,tidak,ya,janda/duda,petani,3,48,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,53,0
ya,ya,tidak,tidak,ya,menikah,buruh,8,62,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,62,0
ya,ya,tidak,tidak,ya,belum menikah,pegawai,2,42,0
ya,ya,ya,tidak,ya,menikah,buruh,5,58,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,45,0
ya,ya,ya,tidak,tidak,menikah,petani,4,22,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,58,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,61,1
ya,tidak,ya,tidak,ya,janda/duda,petani,4,50,1
ya,ya,ya,tidak,tidak,belum menikah,petani,2,47,0
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,4,50,1
tidak,ya,tidak,ya,ya,menikah,pegawai,5,66,0
ya,ya,ya,tidak,tidak,belum menikah,petani,5,34,0
ya,tidak,ya,tidak,ya,menikah,petani,7,56,1
ya,tidak,ya,ya,tidak,menikah,pegawai,1,35,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,26,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,20,0
ya,ya,ya,tidak,ya,janda/duda,petani,8,56,1
ya,ya,ya,tidak,ya,menikah,buruh,4,59,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,1,66,0
tidak,ya,ya,tidak,ya,menikah,buruh,3,40,1
ya,ya,ya,tidak,ya,menikah,buruh,8,41,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,54,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,27,0
tidak,ya,tidak,tidak,ya,menikah,pegawai,5,67,0
ya,ya,ya,tidak,ya,janda/duda,petani,7,37,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,45,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,40,1
ya,ya,tidak,tidak,tidak,belum menikah,buruh,4,22,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,54,0
ya,ya,ya,tidak,ya,menikah,buruh,3,33,1
ya,tidak,ya,tidak,tidak,menikah,petani,4,44,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,40,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,49,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,52,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,67,0
ya,ya,ya,tidak,ya,menikah,buruh,8,63,1
ya,ya,ya,tidak,tidak,menikah,buruh,5,48,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,46,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,32,0
ya,ya,ya,tidak,ya,menikah,buruh,6,47,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,46,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,46,1
ya,ya,ya,tidak,ya,menikah,buruh,4,53,1
tidak,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,45,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,49,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,66,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,59,1
ya,ya,ya,tidak,ya,menikah,buruh,4,37,1
tidak,ya,ya,tidak,ya,belum menikah,wiraswasta,1,34,0
tidak,ya,ya,tidak,tidak,menikah,petani,5,50,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,3,27,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,4,47,0
ya,ya,tidak,tidak,ya,menikah,buruh,6,52,1
ya,ya,ya,tidak,ya,menikah,petani,4,46,1
ya,ya,ya,tidak,ya,menikah,petani,8,35,1
ya,ya,ya,tidak,tidak,menikah,petani,6,28,1
ya,ya,ya,tidak,ya,menikah,buruh,8,29,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,65,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,2,43,0
ya,ya,ya,tidak,ya,menikah,petani,8,50,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,27,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,53,0
tidak,ya,ya,tidak,tidak,menikah,buruh,5,66,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,4,50,0
ya,tidak,ya,tidak,ya,menikah,tidak bekerja,6,37,1
ya,ya,ya,tidak,ya,menikah,petani,7,54,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,62,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,49,1
tidak,ya,ya,tidak,ya,belum menikah,pegawai,2,38,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,55,1
ya,ya,ya,ya,tidak,menikah,pegawai,5,65,0
tidak,ya,ya,tidak,ya,menikah,buruh,4,59,1
ya,ya,tidak,tidak,ya,janda/duda,petani,3,59,1
ya,ya,ya,tidak,ya,menikah,pegawai,2,55,0
ya,ya,ya,tidak,ya,menikah,buruh,3,59,1
tidak,ya,ya,tidak,ya,belum menikah,pegawai,4,65,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,32,1
ya,ya,ya,tidak,ya,menikah,buruh,3,52,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,62,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,2,68,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,63,0
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,2,49,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,3,55,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,34,0
ya,ya,ya,ya,tidak,menikah,pegawai,1,61,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,20,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,3,54,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,21,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,5,35,0
tidak,ya,ya,tidak,ya,janda/duda,petani,5,44,1
ya,ya,ya,tidak,ya,menikah,petani,6,53,1
ya,ya,ya,tidak,ya,menikah,buruh,5,42,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,52,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,28,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,21,0
ya,ya,tidak,tidak,ya,belum menikah,pegawai,2,24,0
ya,ya,ya,tidak,ya,menikah,petani,3,33,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,53,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,63,1
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,8,55,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,36,1
ya,ya,ya,tidak,ya,menikah,buruh,6,44,1
ya,ya,ya,tidak,tidak,janda/duda,petani,8,55,1
ya,ya,ya,tidak,tidak,belum menikah,petani,4,53,0
ya,ya,tidak,tidak,ya,menikah,petani,4,56,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,62,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,41,0
ya,ya,ya,tidak,ya,menikah,buruh,3,45,0
ya,ya,ya,tidak,ya,menikah,petani,7,25,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,60,0
