umur,status_pekerjaan,status_pernikahan
53,pns,menikah
36,karyawan tetap,duda
20,wirausaha,duda
51,pekerja informal,cerai
62,pengangguran,janda
22,pns,cerai
54,buruh,menikah
66,wirausaha,menikah
40,pegawai tetap,menikah
21,pns,belum menikah
76,pns,belum menikah
78,wirausaha,janda
41,pegawai tetap,menikah
52,pns,cerai
28,pekerja informal,cerai
50,pns,duda
29,pengangguran,janda
71,buruh,belum menikah
53,wirausaha,cerai
23,karyawan tetap,cerai
52,pns,menikah
22,wirausaha,janda
78,wirausaha,duda
76,wirausaha,cerai
68,pengangguran,duda
19,pns,janda
52,pns,cerai
61,pekerja informal,menikah
26,pekerja informal,janda
74,karyawan tetap,duda
23,buruh,duda
56,pegawai tetap,menikah
42,wirausaha,menikah
68,pengangguran,duda
42,karyawan tetap,cerai
55,wirausaha,menikah
47,pegawai tetap,janda
59,pegawai tetap,janda
36,wirausaha,janda
31,pns,menikah
65,pengangguran,belum menikah
36,pekerja informal,menikah
44,pegawai tetap,menikah
30,pegawai tetap,cerai
55,pekerja informal,belum menikah
79,wirausaha,duda
52,pegawai tetap,menikah
38,karyawan tetap,duda
60,karyawan tetap,menikah
52,pengangguran,belum menikah
57,pns,cerai
78,pegawai tetap,janda
62,karyawan tetap,belum menikah
72,buruh,janda
21,pengangguran,menikah
53,pns,duda
77,pns,janda
46,buruh,janda
53,pegawai tetap,menikah
74,wirausaha,duda
67,pengangguran,janda
32,pengangguran,duda
32,buruh,cerai
27,karyawan tetap,belum menikah
70,pegawai tetap,duda
20,pns,duda
26,pegawai tetap,menikah
34,karyawan tetap,menikah
62,buruh,duda
70,karyawan tetap,janda
62,pegawai tetap,duda
54,karyawan tetap,janda
20,pns,belum menikah
55,pengangguran,menikah
48,buruh,duda
74,pengangguran,duda
34,wirausaha,cerai
48,wirausaha,duda
41,pekerja informal,cerai
21,wirausaha,belum menikah
44,buruh,belum menikah
58,pns,menikah
67,pns,duda
58,pengangguran,duda
66,wirausaha,menikah
70,pengangguran,duda
26,pns,belum menikah
23,karyawan tetap,janda
77,wirausaha,belum menikah
19,pengangguran,duda
44,buruh,janda
24,karyawan tetap,duda
24,pekerja informal,cerai
67,wirausaha,belum menikah
25,karyawan tetap,duda
67,pekerja informal,duda
78,pekerja informal,belum menikah
64,karyawan tetap,cerai
25,pengangguran,cerai
46,pekerja informal,duda
27,wirausaha,cerai
32,pekerja informal,menikah
42,pegawai tetap,belum menikah
73,wirausaha,janda
35,buruh,belum menikah
74,pekerja informal,menikah
32,buruh,duda
60,pegawai tetap,duda
40,wirausaha,belum menikah
70,pekerja informal,menikah
78,pengangguran,cerai
37,buruh,menikah
35,pns,janda
29,pegawai tetap,duda
67,buruh,duda
77,karyawan tetap,cerai
34,pegawai tetap,janda
56,pegawai tetap,janda
69,pengangguran,duda
65,wirausaha,janda
63,pengangguran,janda
58,buruh,cerai
64,pekerja informal,duda
44,karyawan tetap,duda
47,pengangguran,belum menikah
63,pengangguran,cerai
50,pegawai tetap,cerai
44,pns,belum menikah
60,wirausaha,belum menikah
37,wirausaha,duda
67,pegawai tetap,menikah
53,wirausaha,cerai
40,pegawai tetap,cerai
79,pengangguran,menikah
24,pengangguran,janda
66,pengangguran,menikah
78,pegawai tetap,belum menikah
50,pns,menikah
50,pekerja informal,janda
51,wirausaha,janda
55,pengangguran,janda
72,pengangguran,janda
25,pegawai tetap,janda
58,buruh,janda
21,buruh,duda
63,wirausaha,belum menikah
72,buruh,menikah
18,buruh,menikah
18,pns,menikah
64,buruh,duda
25,pegawai tetap,cerai
18,buruh,menikah
64,karyawan tetap,duda
20,pengangguran,menikah
68,buruh,menikah
18,pegawai tetap,janda
74,karyawan tetap,menikah
18,pekerja informal,duda
48,pegawai tetap,menikah
25,buruh,menikah
29,karyawan tetap,belum menikah
22,pns,menikah
69,pengangguran,cerai
27,pekerja informal,janda
35,pengangguran,belum menikah
78,karyawan tetap,cerai
41,pegawai tetap,belum menikah
76,wirausaha,cerai
19,pegawai tetap,duda
58,karyawan tetap,belum menikah
66,wirausaha,cerai
51,buruh,belum menikah
69,pns,menikah
37,buruh,belum menikah
79,pegawai tetap,menikah
32,wirausaha,duda
44,pekerja informal,belum menikah
77,pns,janda
43,pegawai tetap,duda
30,pengangguran,menikah
46,pengangguran,belum menikah
74,pns,belum menikah
53,pegawai tetap,menikah
29,buruh,duda
46,buruh,belum menikah
53,pns,janda
78,pekerja informal,menikah
34,pegawai tetap,menikah
21,pegawai tetap,duda
61,pegawai tetap,menikah
54,pekerja informal,belum menikah
77,wirausaha,belum menikah
48,buruh,cerai
30,pengangguran,belum menikah
34,pns,cerai
71,pegawai tetap,belum menikah
70,pengangguran,menikah
24,wirausaha,belum menikah
50,pekerja informal,menikah
36,buruh,cerai
67,karyawan tetap,janda
76,buruh,janda
67,pengangguran,cerai
54,karyawan tetap,menikah
62,pengangguran,menikah
48,pekerja informal,janda
51,pekerja informal,duda
63,buruh,cerai
33,pns,cerai
68,wirausaha,menikah
55,karyawan tetap,janda
20,karyawan tetap,janda
44,wirausaha,belum menikah
27,pegawai tetap,menikah
31,karyawan tetap,belum menikah
77,pekerja informal,janda
79,pegawai tetap,cerai
50,pns,janda
26,pns,menikah
30,karyawan tetap,cerai
69,pns,cerai
49,pns,menikah
38,wirausaha,duda
64,wirausaha,belum menikah
56,pns,duda
32,karyawan tetap,cerai
64,pegawai tetap,menikah
65,pengangguran,belum menikah
69,pns,belum menikah
59,karyawan tetap,belum menikah
66,wirausaha,cerai
54,karyawan tetap,cerai
77,pns,duda
62,pegawai tetap,cerai
71,karyawan tetap,duda
66,wirausaha,menikah
57,pegawai tetap,belum menikah
41,pengangguran,cerai
44,pns,menikah
65,pekerja informal,janda
57,pegawai tetap,duda
41,buruh,duda
44,wirausaha,cerai
50,pns,janda
58,pengangguran,belum menikah
37,wirausaha,belum menikah
55,pns,janda
36,wirausaha,menikah
78,pns,cerai
28,karyawan tetap,belum menikah
35,pekerja informal,menikah
59,wirausaha,menikah
72,pns,janda
74,pegawai tetap,janda
64,pns,belum menikah
33,pengangguran,janda
44,pengangguran,janda
57,pns,cerai
42,pekerja informal,janda
63,karyawan tetap,belum menikah
64,pegawai tetap,duda
26,pns,cerai
37,wirausaha,cerai
58,wirausaha,duda
61,pengangguran,cerai
65,pengangguran,belum menikah
54,karyawan tetap,belum menikah
40,karyawan tetap,janda
60,pns,cerai
19,buruh,duda
65,pekerja informal,menikah
59,karyawan tetap,menikah
36,pns,cerai
49,pns,belum menikah
53,pengangguran,janda
30,karyawan tetap,cerai
57,pengangguran,duda
64,wirausaha,janda
60,wirausaha,menikah
54,wirausaha,belum menikah
59,pengangguran,cerai
33,pekerja informal,janda
43,buruh,cerai
22,karyawan tetap,duda
33,pegawai tetap,menikah
66,pegawai tetap,cerai
30,pns,duda
27,karyawan tetap,duda
43,pekerja informal,menikah
19,pegawai tetap,duda
56,buruh,menikah
20,wirausaha,menikah
61,wirausaha,duda
52,pns,menikah
41,pegawai tetap,janda
75,buruh,menikah
30,pekerja informal,janda
42,pekerja informal,menikah
71,pns,menikah
22,pengangguran,janda
67,buruh,belum menikah
79,pegawai tetap,duda
45,wirausaha,belum menikah
56,pekerja informal,duda
23,pekerja informal,janda
66,buruh,cerai
38,pekerja informal,menikah
24,karyawan tetap,janda
76,wirausaha,duda
31,karyawan tetap,janda
73,pegawai tetap,cerai
53,pekerja informal,belum menikah
56,buruh,belum menikah
38,pengangguran,menikah
21,pengangguran,belum menikah
43,pns,janda
75,karyawan tetap,menikah
66,pns,belum menikah
20,karyawan tetap,menikah
45,pegawai tetap,janda
58,karyawan tetap,duda
22,karyawan tetap,belum menikah
49,pengangguran,duda
51,pegawai tetap,janda
75,karyawan tetap,janda
60,pekerja informal,menikah
62,pegawai tetap,menikah
79,pegawai tetap,menikah
60,pengangguran,cerai
66,pengangguran,cerai
44,karyawan tetap,cerai
19,buruh,cerai
74,pns,belum menikah
34,pekerja informal,menikah
30,pegawai tetap,duda
66,pegawai tetap,menikah
41,pns,belum menikah
21,buruh,menikah
75,buruh,belum menikah
33,buruh,belum menikah
22,pekerja informal,menikah
77,pegawai tetap,belum menikah
49,wirausaha,cerai
49,karyawan tetap,janda
65,pengangguran,belum menikah
40,pengangguran,menikah
55,pns,belum menikah
51,wirausaha,janda
77,pegawai tetap,cerai
55,pegawai tetap,belum menikah
28,wirausaha,belum menikah
34,pengangguran,janda
47,pns,janda
39,wirausaha,janda
67,pegawai tetap,duda
58,pns,menikah
67,wirausaha,menikah
35,pns,menikah
56,wirausaha,belum menikah
71,karyawan tetap,janda
79,karyawan tetap,belum menikah
55,pegawai tetap,cerai
42,karyawan tetap,janda
55,pns,cerai
72,pns,menikah
71,buruh,janda
31,pengangguran,menikah
74,pengangguran,cerai
70,pegawai tetap,duda
44,buruh,belum menikah
51,pengangguran,janda
71,pengangguran,cerai
44,pengangguran,belum menikah
20,wirausaha,menikah
60,karyawan tetap,duda
41,buruh,belum menikah
54,pekerja informal,cerai
72,pegawai tetap,cerai
53,pekerja informal,janda
73,pns,duda
24,buruh,menikah
40,pengangguran,janda
61,pengangguran,janda
33,pns,belum menikah
42,pekerja informal,janda
36,pekerja informal,menikah
20,wirausaha,belum menikah
46,pegawai tetap,duda
53,buruh,duda
24,buruh,janda
67,pns,duda
37,karyawan tetap,belum menikah
50,pengangguran,janda
68,buruh,duda
40,pengangguran,duda
66,pekerja informal,cerai
19,wirausaha,duda
55,pns,menikah
20,pengangguran,cerai
66,pns,belum menikah
22,pegawai tetap,duda
62,karyawan tetap,janda
43,karyawan tetap,menikah
28,buruh,duda
27,pegawai tetap,cerai
68,pekerja informal,janda
79,pekerja informal,cerai
64,karyawan tetap,janda
24,pns,cerai
26,karyawan tetap,belum menikah
18,pns,janda
45,buruh,cerai
22,wirausaha,cerai
55,pekerja informal,belum menikah
76,buruh,duda
76,buruh,duda
63,pengangguran,janda
52,wirausaha,janda
77,pegawai tetap,menikah
71,wirausaha,janda
63,wirausaha,janda
26,pegawai tetap,duda
30,pegawai tetap,menikah
47,pengangguran,duda
73,pekerja informal,duda
75,pns,janda
19,karyawan tetap,duda
37,pns,belum menikah
63,pengangguran,duda
66,karyawan tetap,belum menikah
65,pns,belum menikah
26,buruh,cerai
58,karyawan tetap,menikah
38,buruh,duda
77,pengangguran,belum menikah
41,buruh,belum menikah
67,karyawan tetap,janda
26,pns,duda
59,pekerja informal,cerai
64,pengangguran,belum menikah
39,pegawai tetap,janda
58,karyawan tetap,menikah
36,wirausaha,janda
65,pengangguran,duda
22,buruh,duda
59,pegawai tetap,cerai
55,pekerja informal,janda
67,wirausaha,belum menikah
22,wirausaha,cerai
47,pegawai tetap,duda
44,karyawan tetap,menikah
36,wirausaha,belum menikah
70,pns,belum menikah
72,pegawai tetap,duda
27,buruh,duda
70,buruh,janda
75,pns,menikah
49,pns,belum menikah
68,karyawan tetap,belum menikah
39,wirausaha,cerai
36,buruh,cerai
37,karyawan tetap,belum menikah
51,wirausaha,janda
42,wirausaha,janda
73,pengangguran,janda
73,buruh,belum menikah
47,wirausaha,cerai
33,pegawai tetap,duda
78,pns,belum menikah
23,pekerja informal,cerai
34,pns,duda
52,pegawai tetap,janda
35,karyawan tetap,janda
36,wirausaha,cerai
25,karyawan tetap,belum menikah
44,pns,menikah
44,wirausaha,cerai
30,pns,janda
40,pns,cerai
77,pegawai tetap,belum menikah
64,pekerja informal,janda
46,wirausaha,duda
36,pns,cerai
21,pengangguran,menikah
43,pns,duda
60,karyawan tetap,menikah
60,karyawan tetap,duda
77,pegawai tetap,cerai
39,buruh,menikah
58,pekerja informal,janda
23,pekerja informal,cerai
48,pekerja informal,menikah
20,buruh,janda
19,buruh,duda
52,pns,duda
67,pengangguran,belum menikah
59,pekerja informal,duda
64,pegawai tetap,belum menikah
70,wirausaha,cerai
76,wirausaha,cerai
39,wirausaha,menikah
44,pengangguran,janda
30,buruh,menikah
23,pns,belum menikah
54,pengangguran,cerai
18,pns,belum menikah
39,pekerja informal,cerai
52,buruh,janda
54,karyawan tetap,janda
39,karyawan tetap,janda
32,karyawan tetap,duda
29,wirausaha,cerai
25,pekerja informal,janda
40,pekerja informal,cerai
32,pegawai tetap,duda
77,karyawan tetap,menikah
79,karyawan tetap,janda
44,wirausaha,duda
62,karyawan tetap,menikah
47,wirausaha,duda
36,buruh,belum menikah
65,karyawan tetap,duda
18,buruh,cerai
54,pns,belum menikah
43,pekerja informal,duda
20,pegawai tetap,cerai
68,pegawai tetap,menikah
44,wirausaha,belum menikah
73,wirausaha,cerai
67,pengangguran,janda
64,karyawan tetap,janda
30,pegawai tetap,cerai
32,buruh,belum menikah
78,pekerja informal,duda
62,buruh,janda
58,pengangguran,cerai
38,pegawai tetap,cerai
23,karyawan tetap,cerai
72,wirausaha,duda
39,pegawai tetap,duda
45,karyawan tetap,cerai
39,karyawan tetap,belum menikah
72,pns,duda
19,karyawan tetap,janda
77,buruh,duda
76,pengangguran,menikah
41,karyawan tetap,duda
27,pns,belum menikah
72,pekerja informal,janda
30,buruh,menikah
38,pengangguran,janda
45,pns,cerai
79,karyawan tetap,cerai
44,pegawai tetap,janda
47,pegawai tetap,duda
39,pekerja informal,janda
49,pengangguran,belum menikah
51,buruh,belum menikah
43,pengangguran,menikah
48,pegawai tetap,duda
51,buruh,cerai
41,pns,belum menikah
35,buruh,menikah
73,pegawai tetap,menikah
76,pns,janda
67,pengangguran,duda
77,buruh,duda
57,pns,menikah
23,karyawan tetap,cerai
56,pengangguran,cerai
36,pns,janda
49,pengangguran,cerai
52,wirausaha,belum menikah
40,wirausaha,duda
26,pengangguran,belum menikah
59,pekerja informal,belum menikah
42,pegawai tetap,janda
51,pekerja informal,duda
77,pegawai tetap,janda
45,pegawai tetap,janda
55,pengangguran,belum menikah
28,pegawai tetap,menikah
68,buruh,janda
57,buruh,menikah
58,pekerja informal,cerai
65,pekerja informal,cerai
56,wirausaha,cerai
19,pengangguran,janda
19,pekerja informal,belum menikah
70,pengangguran,janda
30,buruh,duda
69,karyawan tetap,belum menikah
78,pegawai tetap,menikah
59,pengangguran,belum menikah
25,pns,cerai
34,buruh,belum menikah
32,karyawan tetap,menikah
37,karyawan tetap,belum menikah
35,pns,belum menikah
45,karyawan tetap,belum menikah
79,wirausaha,belum menikah
55,pekerja informal,cerai
77,pekerja informal,janda
71,buruh,cerai
35,wirausaha,belum menikah
77,buruh,janda
61,buruh,menikah
67,pengangguran,duda
64,buruh,menikah
26,buruh,duda
72,pns,cerai
73,karyawan tetap,janda
69,pns,duda
20,pengangguran,belum menikah
20,karyawan tetap,belum menikah
30,karyawan tetap,janda
19,buruh,cerai
68,pekerja informal,menikah
19,wirausaha,duda
52,pns,cerai
53,pengangguran,belum menikah
59,pekerja informal,duda
23,pegawai tetap,duda
79,pekerja informal,janda
56,wirausaha,duda
49,karyawan tetap,janda
45,pekerja informal,duda
21,pengangguran,janda
74,wirausaha,janda
41,karyawan tetap,menikah
54,pengangguran,duda
74,karyawan tetap,belum menikah
23,wirausaha,cerai
68,wirausaha,janda
79,pns,belum menikah
33,pegawai tetap,belum menikah
77,pekerja informal,cerai
59,pns,menikah
47,pekerja informal,duda
21,pns,cerai
50,pegawai tetap,cerai
46,buruh,menikah
63,karyawan tetap,belum menikah
46,buruh,janda
59,pegawai tetap,janda
74,pegawai tetap,belum menikah
24,pegawai tetap,cerai
20,buruh,menikah
50,karyawan tetap,belum menikah
25,buruh,cerai
33,wirausaha,cerai
34,wirausaha,menikah
79,pns,cerai
61,pengangguran,cerai
39,wirausaha,duda
36,pekerja informal,cerai
66,pengangguran,cerai
53,pegawai tetap,menikah
21,pengangguran,menikah
55,pns,menikah
36,pns,cerai
31,pengangguran,janda
33,pekerja informal,janda
55,pns,duda
28,buruh,janda
65,pekerja informal,belum menikah
57,pengangguran,duda
53,pekerja informal,duda
29,karyawan tetap,janda
62,pns,janda
22,pengangguran,cerai
79,karyawan tetap,cerai
57,pns,belum menikah
79,buruh,belum menikah
62,pns,belum menikah
73,pengangguran,menikah
24,pns,cerai
46,pegawai tetap,belum menikah
74,pegawai tetap,belum menikah
53,pns,cerai
57,pengangguran,menikah
67,buruh,janda
64,pengangguran,cerai
52,pegawai tetap,cerai
46,pengangguran,belum menikah
41,pengangguran,belum menikah
79,karyawan tetap,duda
76,pekerja informal,duda
78,wirausaha,janda
21,pegawai tetap,janda
23,pegawai tetap,menikah
67,wirausaha,belum menikah
62,pegawai tetap,duda
45,karyawan tetap,duda
26,karyawan tetap,duda
31,pegawai tetap,menikah
64,buruh,menikah
20,buruh,belum menikah
55,karyawan tetap,cerai
21,pekerja informal,cerai
76,karyawan tetap,cerai
30,karyawan tetap,belum menikah
21,pengangguran,menikah
62,buruh,menikah
45,pekerja informal,janda
47,wirausaha,janda
67,karyawan tetap,cerai
55,buruh,cerai
74,buruh,belum menikah
42,buruh,janda
50,pegawai tetap,belum menikah
27,buruh,duda
34,pns,belum menikah
37,pegawai tetap,cerai
74,karyawan tetap,duda
36,pekerja informal,janda
49,buruh,belum menikah
54,pns,menikah
63,wirausaha,belum menikah
37,pengangguran,belum menikah
59,wirausaha,belum menikah
44,karyawan tetap,cerai
72,pengangguran,cerai
76,pegawai tetap,belum menikah
55,pekerja informal,belum menikah
59,wirausaha,duda
65,pengangguran,menikah
79,pekerja informal,cerai
38,pengangguran,janda
59,buruh,janda
66,pengangguran,belum menikah
22,pekerja informal,cerai
47,pekerja informal,menikah
49,pekerja informal,cerai
41,karyawan tetap,duda
59,buruh,janda
64,pekerja informal,belum menikah
51,buruh,cerai
48,karyawan tetap,duda
54,buruh,cerai
49,pegawai tetap,duda
76,pegawai tetap,belum menikah
36,buruh,duda
77,pns,menikah
63,karyawan tetap,janda
75,pns,cerai
58,pegawai tetap,cerai
76,pns,belum menikah
18,karyawan tetap,menikah
20,pegawai tetap,duda
52,buruh,duda
41,pns,belum menikah
54,pns,belum menikah
36,wirausaha,menikah
24,karyawan tetap,janda
43,pns,menikah
28,pegawai tetap,cerai
55,karyawan tetap,cerai
68,buruh,janda
61,pns,janda
37,pns,janda
60,pns,belum menikah
22,karyawan tetap,janda
49,pengangguran,duda
74,pns,belum menikah
78,wirausaha,menikah
64,pengangguran,janda
69,pns,janda
39,pengangguran,cerai
31,wirausaha,duda
39,pekerja informal,cerai
35,pegawai tetap,duda
41,pegawai tetap,janda
26,buruh,belum menikah
70,wirausaha,janda
51,buruh,duda
30,buruh,duda
71,pegawai tetap,menikah
75,pegawai tetap,cerai
68,karyawan tetap,cerai
35,karyawan tetap,duda
57,pekerja informal,cerai
42,karyawan tetap,belum menikah
48,buruh,cerai
78,pegawai tetap,belum menikah
38,wirausaha,menikah
47,pekerja informal,menikah
60,karyawan tetap,janda
41,buruh,duda
31,buruh,janda
70,pengangguran,duda
61,buruh,belum menikah
79,pns,belum menikah
67,karyawan tetap,duda
51,wirausaha,belum menikah
22,karyawan tetap,janda
67,pns,janda
65,wirausaha,janda
43,pengangguran,cerai
31,wirausaha,belum menikah
76,pns,duda
75,karyawan tetap,belum menikah
50,karyawan tetap,belum menikah
45,buruh,belum menikah
47,pekerja informal,duda
24,pegawai tetap,belum menikah
75,wirausaha,duda
51,pegawai tetap,menikah
23,buruh,menikah
55,wirausaha,duda
67,buruh,cerai
71,pekerja informal,menikah
38,buruh,menikah
42,wirausaha,menikah
34,pns,belum menikah
70,pegawai tetap,belum menikah
29,wirausaha,menikah
31,buruh,janda
61,pegawai tetap,menikah
66,karyawan tetap,duda
47,pegawai tetap,duda
74,pns,menikah
69,pns,belum menikah
63,pekerja informal,duda
32,pengangguran,cerai
30,pekerja informal,janda
68,pekerja informal,belum menikah
41,buruh,duda
56,pns,menikah
39,wirausaha,menikah
68,pns,belum menikah
33,pns,janda
67,pengangguran,duda
27,wirausaha,belum menikah
23,buruh,janda
38,pns,menikah
30,pns,cerai
75,pns,cerai
47,pengangguran,menikah
47,karyawan tetap,menikah
26,pengangguran,belum menikah
68,pengangguran,belum menikah
26,buruh,duda
37,wirausaha,cerai
41,pns,belum menikah
46,pekerja informal,duda
41,pegawai tetap,janda
24,pekerja informal,belum menikah
30,wirausaha,cerai
48,pns,cerai
24,pekerja informal,cerai
24,pegawai tetap,cerai
67,buruh,cerai
30,pegawai tetap,belum menikah
59,pegawai tetap,cerai
22,pekerja informal,duda
57,karyawan tetap,belum menikah
54,wirausaha,janda
63,pekerja informal,menikah
28,pekerja informal,janda
39,pekerja informal,belum menikah
52,buruh,cerai
35,buruh,menikah
42,pegawai tetap,janda
79,pns,cerai
24,pekerja informal,belum menikah
64,pegawai tetap,cerai
50,karyawan tetap,janda
27,wirausaha,janda
68,wirausaha,cerai
47,buruh,duda
47,buruh,duda
18,pengangguran,cerai
36,karyawan tetap,janda
59,pengangguran,menikah
36,wirausaha,belum menikah
58,pegawai tetap,duda
71,pns,duda
65,pegawai tetap,menikah
18,pegawai tetap,duda
48,pegawai tetap,janda
41,pengangguran,menikah
57,buruh,belum menikah
29,buruh,menikah
47,pegawai tetap,menikah
48,pengangguran,janda
44,pegawai tetap,duda
40,karyawan tetap,menikah
77,pns,menikah
27,pegawai tetap,duda
28,wirausaha,duda
43,pns,belum menikah
55,pns,menikah
65,buruh,cerai
58,pengangguran,janda
38,karyawan tetap,janda
34,buruh,belum menikah
77,pns,belum menikah
19,karyawan tetap,janda
48,pns,menikah
44,buruh,belum menikah
56,pengangguran,cerai
22,wirausaha,menikah
53,pengangguran,menikah
18,wirausaha,duda
25,karyawan tetap,janda
41,pns,cerai
61,buruh,belum menikah
45,pegawai tetap,janda
18,pekerja informal,menikah
61,pns,menikah
24,pegawai tetap,cerai
49,pegawai tetap,belum menikah
35,karyawan tetap,belum menikah
54,buruh,cerai
48,pegawai tetap,duda
30,pekerja informal,duda
67,pekerja informal,belum menikah
46,pegawai tetap,cerai
49,buruh,belum menikah
36,buruh,belum menikah
68,pengangguran,menikah
51,karyawan tetap,duda
62,pns,cerai
76,pegawai tetap,janda
46,karyawan tetap,cerai
53,pns,menikah
77,pns,janda
38,karyawan tetap,cerai
47,wirausaha,belum menikah
28,wirausaha,menikah
51,pns,menikah
25,pns,belum menikah
18,pengangguran,cerai
20,pns,janda
77,buruh,belum menikah
70,pekerja informal,duda
55,pns,cerai
32,pekerja informal,duda
47,karyawan tetap,cerai
24,pengangguran,belum menikah
60,pegawai tetap,menikah
54,buruh,cerai
41,pekerja informal,belum menikah
75,pns,belum menikah
54,karyawan tetap,janda
36,buruh,cerai
74,buruh,menikah
45,buruh,belum menikah
46,pengangguran,menikah
64,karyawan tetap,janda
65,wirausaha,belum menikah
47,karyawan tetap,menikah
68,wirausaha,cerai
51,buruh,cerai
51,pekerja informal,duda
76,pns,cerai
63,karyawan tetap,menikah
57,pengangguran,belum menikah
20,pns,belum menikah
35,pengangguran,duda
36,pegawai tetap,janda
66,karyawan tetap,janda
35,wirausaha,menikah
63,pegawai tetap,menikah
58,pekerja informal,cerai
55,pns,duda
34,wirausaha,duda
75,pegawai tetap,menikah
47,pengangguran,cerai
29,pegawai tetap,janda
19,pns,belum menikah
62,karyawan tetap,janda
22,pegawai tetap,duda
23,wirausaha,cerai
50,wirausaha,cerai
59,pengangguran,belum menikah
43,pengangguran,cerai
55,pengangguran,janda
18,wirausaha,janda
32,pegawai tetap,janda
64,pns,menikah
52,pegawai tetap,cerai
24,buruh,menikah
65,wirausaha,duda
62,pns,janda
19,buruh,menikah
49,wirausaha,menikah
30,pengangguran,belum menikah
70,buruh,belum menikah
45,wirausaha,belum menikah
46,wirausaha,cerai
20,buruh,cerai
71,pengangguran,menikah
54,pegawai tetap,janda
33,pekerja informal,menikah
45,karyawan tetap,janda
33,pekerja informal,janda
43,pengangguran,menikah
40,buruh,duda
39,pegawai tetap,menikah
39,pekerja informal,belum menikah
79,pegawai tetap,duda
36,karyawan tetap,cerai
69,buruh,janda
77,buruh,duda
46,buruh,cerai
52,wirausaha,belum menikah
62,karyawan tetap,duda
47,wirausaha,cerai
36,buruh,janda
70,pengangguran,duda
74,pengangguran,janda
66,pekerja informal,menikah
19,pengangguran,belum menikah
70,pegawai tetap,belum menikah
34,karyawan tetap,belum menikah
59,pns,menikah
26,karyawan tetap,janda
57,buruh,cerai
19,pegawai tetap,janda
49,buruh,menikah
37,karyawan tetap,cerai
51,karyawan tetap,belum menikah
51,karyawan tetap,duda
61,wirausaha,duda
46,pegawai tetap,belum menikah
42,wirausaha,cerai
47,pekerja informal,janda
76,pns,janda
29,pns,cerai
23,pns,belum menikah
64,pekerja informal,duda
57,pegawai tetap,duda
78,wirausaha,janda
34,pengangguran,menikah
23,pns,janda
55,pegawai tetap,menikah
37,pegawai tetap,menikah
69,pegawai tetap,janda
69,pengangguran,duda
52,buruh,cerai
18,pengangguran,belum menikah
32,karyawan tetap,duda
23,pegawai tetap,cerai
41,pns,janda
78,wirausaha,janda
21,pengangguran,belum menikah
46,karyawan tetap,duda
57,buruh,menikah
63,buruh,menikah
33,wirausaha,duda
31,pns,janda
32,pns,belum menikah
57,pns,janda
66,pegawai tetap,menikah
73,pekerja informal,duda
27,wirausaha,janda
27,pekerja informal,belum menikah
68,pengangguran,duda
47,pegawai tetap,belum menikah
79,pengangguran,belum menikah
47,pegawai tetap,janda
44,wirausaha,duda
65,pegawai tetap,belum menikah
29,buruh,cerai
69,pengangguran,cerai
28,pengangguran,belum menikah
43,buruh,menikah
47,pengangguran,cerai
26,pegawai tetap,janda
69,pengangguran,cerai
37,karyawan tetap,cerai
31,pengangguran,cerai
18,karyawan tetap,duda
35,pns,menikah
63,pekerja informal,cerai
71,pekerja informal,menikah
69,pengangguran,cerai
78,pekerja informal,belum menikah
65,buruh,belum menikah
39,pengangguran,menikah
61,pns,duda
59,karyawan tetap,duda
30,pengangguran,duda
71,wirausaha,janda
25,pekerja informal,duda
21,wirausaha,janda
59,pengangguran,cerai
27,buruh,cerai
29,wirausaha,cerai
22,karyawan tetap,duda
18,wirausaha,belum menikah
65,pns,belum menikah
77,pegawai tetap,belum menikah
39,pengangguran,belum menikah
25,pengangguran,cerai
39,buruh,cerai
79,pegawai tetap,janda
30,pengangguran,duda
38,pekerja informal,belum menikah
22,pengangguran,janda
37,pengangguran,duda
56,buruh,cerai
64,wirausaha,menikah
41,karyawan tetap,belum menikah
25,buruh,menikah
78,pns,duda
67,buruh,duda
19,wirausaha,janda
19,pegawai tetap,belum menikah
56,pns,janda
77,pns,janda
54,buruh,menikah
79,buruh,duda
63,pegawai tetap,belum menikah
29,pengangguran,janda
32,wirausaha,duda
54,pengangguran,belum menikah
64,pns,cerai
36,karyawan tetap,janda
66,pns,duda
19,pekerja informal,menikah
30,pekerja informal,janda
54,wirausaha,belum menikah
79,pekerja informal,menikah
22,buruh,belum menikah
43,pengangguran,menikah
56,karyawan tetap,cerai
56,pegawai tetap,janda
23,pegawai tetap,cerai
74,buruh,cerai
52,karyawan tetap,duda
60,wirausaha,cerai
24,karyawan tetap,duda
21,pekerja informal,duda
42,pegawai tetap,cerai
79,buruh,cerai
78,pegawai tetap,belum menikah
76,pengangguran,cerai
20,buruh,menikah
55,wirausaha,menikah
27,pns,cerai
41,buruh,janda
52,buruh,duda
54,pegawai tetap,menikah
39,karyawan tetap,cerai
71,pns,janda
76,pengangguran,cerai
48,wirausaha,menikah
64,wirausaha,duda
68,pengangguran,cerai
58,pengangguran,belum menikah
20,buruh,cerai
79,karyawan tetap,cerai
42,wirausaha,menikah
24,pekerja informal,cerai
74,karyawan tetap,menikah
36,pegawai tetap,duda
37,pekerja informal,janda
76,buruh,belum menikah
44,pekerja informal,menikah
29,buruh,belum menikah
46,wirausaha,menikah
23,buruh,belum menikah
29,pengangguran,menikah
46,pengangguran,belum menikah
