penghasilan,jumlah_tanggungan,kondisi_rumah,status_pekerjaan,pendidikan,lama_tinggal_tahun,layak_subsidi
3413608,1,sederhana,buruh harian,SD,18,0
1951661,5,tidak layak,wirausaha,SMP,12,0
1863349,4,sederhana,buruh harian,Diploma,19,1
1788140,3,tidak layak,wirausaha,SD,15,0
3364643,1,layak,tidak bekerja,SMA,16,0
4923350,5,layak,karyawan,Diploma,8,0
1023429,5,sederhana,tidak bekerja,SMA,9,1
1986753,5,tidak layak,petani,SMP,23,1
1572735,5,sederhana,buruh harian,SMA,7,1
1137023,5,sederhana,buruh harian,SMP,1,1
1683404,4,sederhana,karyawan,SMA,26,0
4886602,4,layak,karyawan,SD,28,0
1904098,4,tidak layak,petani,SD,4,1
1969211,5,layak,PNS,SMA,16,0
3355787,1,layak,buruh harian,SMA,15,0
3698915,2,tidak layak,PNS,Sarjana,25,0
1915015,1,tidak layak,wirausaha,SMP,22,0
1311955,5,tidak layak,tidak bekerja,SMA,29,1
1967561,3,tidak layak,tidak bekerja,Diploma,29,1
4668716,4,layak,wirausaha,SMP,5,0
1073869,4,tidak layak,buruh harian,SMA,7,1
2838756,0,layak,tidak bekerja,SD,9,0
3315286,0,sederhana,tidak bekerja,SMP,7,0
1924044,2,sederhana,tidak bekerja,SMP,5,1
1896942,4,tidak layak,petani,SMA,22,1
2998197,2,layak,petani,SD,11,0
1842186,0,sederhana,wirausaha,SMP,7,0
1684029,4,tidak layak,tidak bekerja,Diploma,10,1
1952246,4,tidak layak,petani,SMP,23,1
4933443,0,layak,PNS,SMA,22,0
1815131,4,sederhana,petani,SMA,1,1
1239017,1,sederhana,karyawan,SMP,2,0
3363917,2,sederhana,PNS,SD,27,0
1264500,5,layak,karyawan,SMA,27,0
3981467,3,tidak layak,karyawan,Diploma,28,0
1780641,5,sederhana,petani,SMP,2,1
2932015,0,layak,tidak bekerja,SMP,25,0
4655220,4,sederhana,PNS,SMP,17,0
1345266,4,sederhana,petani,SD,8,1
3901614,2,layak,tidak bekerja,SMA,22,0
1943693,1,tidak layak,karyawan,SMP,26,0
4769457,0,layak,karyawan,SD,10,0
1608746,5,tidak layak,buruh harian,SD,10,1
1907211,4,sederhana,buruh harian,SD,16,1
1923875,3,sederhana,petani,SMA,23,1
4757938,3,sederhana,karyawan,SMA,11,0
2618963,1,tidak layak,buruh harian,SMP,24,0
4068281,3,layak,tidak bekerja,SD,16,0
1805497,4,tidak layak,petani,SMP,17,1
2383194,2,tidak layak,PNS,SMP,4,0
1732180,4,sederhana,wirausaha,SD,16,0
4280772,1,layak,karyawan,SMA,25,0
1786958,3,sederhana,tidak bekerja,SMP,25,1
3688130,2,tidak layak,tidak bekerja,SMA,26,0
1573044,3,tidak layak,buruh harian,SD,13,1
1190706,5,tidak layak,tidak bekerja,SD,21,1
2569123,1,layak,petani,Diploma,1,0
1461243,3,tidak layak,petani,SD,20,1
1144539,4,tidak layak,petani,SD,6,1
2992825,4,tidak layak,wirausaha,SMP,10,0
2531191,5,sederhana,wirausaha,SMP,9,0
4112754,2,layak,karyawan,Sarjana,5,0
1573044,3,tidak layak,buruh harian,SD,13,1
4866529,3,tidak layak,petani,SMA,6,0
1155683,2,sederhana,karyawan,SD,22,0
1675510,2,tidak layak,petani,SD,12,1
3947893,3,layak,tidak bekerja,SMP,18,0
1809178,5,sederhana,buruh harian,SMP,29,1
3223361,5,tidak layak,PNS,SMA,10,0
4038915,1,tidak layak,petani,SD,4,0
2570057,2,tidak layak,tidak bekerja,Diploma,2,0
1838003,2,sederhana,tidak bekerja,SD,15,1
1000126,4,sederhana,buruh harian,SMA,22,1
2589228,0,sederhana,tidak bekerja,SMP,20,0
1755678,5,sederhana,petani,SMP,16,1
2800830,2,sederhana,petani,Diploma,24,0
1478007,4,tidak layak,petani,SMA,9,1
3279203,1,tidak layak,petani,Sarjana,19,0
2042892,4,sederhana,PNS,SMP,15,0
2031519,0,sederhana,buruh harian,SMP,14,0
3114785,2,sederhana,PNS,SMP,5,0
1389593,4,sederhana,tidak bekerja,SD,23,1
4605179,2,sederhana,PNS,SD,7,0
1554399,4,tidak layak,buruh harian,SMA,24,1
1572212,5,tidak layak,tidak bekerja,SMA,24,1
1060545,5,tidak layak,tidak bekerja,SD,27,1
1187771,4,sederhana,buruh harian,Sarjana,25,1
1608746,5,tidak layak,buruh harian,SD,10,1
1896942,4,tidak layak,petani,SMA,22,1
3774316,2,layak,petani,SD,1,0
1780926,5,sederhana,petani,SMA,6,1
3084504,3,layak,PNS,Diploma,12,0
1371233,2,tidak layak,buruh harian,SMA,24,1
1753704,5,tidak layak,buruh harian,SD,20,1
1783066,4,tidak layak,petani,SD,17,1
1825816,3,tidak layak,buruh harian,SD,21,1
3349916,1,layak,tidak bekerja,SMA,1,0
2856231,1,layak,PNS,SMA,3,0
4060006,0,tidak layak,buruh harian,SD,2,0
1146470,2,tidak layak,tidak bekerja,SMA,21,1
3951090,1,tidak layak,petani,SMA,29,0
1100734,5,tidak layak,buruh harian,SMA,5,1
2561588,2,tidak layak,tidak bekerja,Sarjana,29,0
3400081,2,layak,PNS,SMP,7,0
2283743,4,layak,PNS,SMA,29,0
1805497,4,tidak layak,petani,SMP,17,1
1317428,0,tidak layak,buruh harian,SMP,15,0
1141214,3,tidak layak,wirausaha,SMA,12,0
4720216,2,sederhana,PNS,SMP,16,0
2215557,2,layak,tidak bekerja,SMP,5,0
4617556,1,sederhana,buruh harian,SMA,16,0
3656807,0,tidak layak,wirausaha,SMA,28,0
3552851,2,layak,tidak bekerja,SMP,29,0
2239911,0,layak,wirausaha,SMP,15,0
2026553,0,tidak layak,petani,SMA,23,0
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
1002352,4,sederhana,buruh harian,SMA,21,1
1591652,2,tidak layak,petani,SD,2,1
1978080,4,tidak layak,petani,SMP,5,1
1809178,5,sederhana,buruh harian,SMP,29,1
1311955,5,tidak layak,tidak bekerja,SMA,29,1
3228636,4,layak,petani,SMA,15,0
1747419,4,sederhana,petani,SD,16,1
1023429,5,sederhana,tidak bekerja,SMA,9,1
4683909,1,tidak layak,wirausaha,SD,22,0
1463001,3,sederhana,karyawan,SMA,26,0
3054376,2,tidak layak,karyawan,SMA,17,0
1065725,5,sederhana,tidak bekerja,SMP,21,1
1559723,0,layak,petani,SMP,1,0
3866757,4,layak,wirausaha,SD,27,0
3843940,4,sederhana,buruh harian,SMP,15,0
1404772,5,tidak layak,buruh harian,SMP,20,1
2126081,0,tidak layak,wirausaha,Diploma,15,0
1670688,2,sederhana,petani,SD,10,1
1622605,2,sederhana,buruh harian,SD,5,1
1344710,5,sederhana,tidak bekerja,SD,19,1
1830051,2,tidak layak,petani,SMA,9,1
1437625,4,sederhana,buruh harian,SMP,22,1
1050098,3,sederhana,wirausaha,SMA,9,0
4567953,0,tidak layak,tidak bekerja,SD,27,0
1622605,2,sederhana,buruh harian,SD,5,1
1204366,1,sederhana,buruh harian,SD,29,0
2773415,4,layak,tidak bekerja,SMA,4,0
1914032,3,sederhana,petani,SD,24,1
4683561,4,sederhana,karyawan,Diploma,25,0
4335512,2,tidak layak,tidak bekerja,SMA,24,0
1923875,3,sederhana,petani,SMA,23,1
1571650,5,tidak layak,tidak bekerja,SMA,5,1
3542017,2,tidak layak,karyawan,Diploma,20,0
1845633,2,sederhana,buruh harian,SMP,1,1
1403322,3,sederhana,buruh harian,SMP,6,1
1823346,3,tidak layak,buruh harian,SMA,22,1
4570599,3,layak,petani,SMA,10,0
1572212,5,tidak layak,tidak bekerja,SMA,24,1
2989173,3,sederhana,wirausaha,Diploma,4,0
3851274,1,tidak layak,tidak bekerja,SD,29,0
1681669,3,sederhana,petani,SMA,3,1
2567343,0,tidak layak,wirausaha,SD,1,0
1705552,2,tidak layak,buruh harian,SMP,1,1
2313379,0,tidak layak,karyawan,Sarjana,26,0
2502337,4,sederhana,tidak bekerja,Diploma,1,0
1484090,4,layak,buruh harian,SD,5,0
3322312,2,layak,PNS,SMP,22,0
1961703,2,tidak layak,buruh harian,SMP,5,1
3913014,2,tidak layak,wirausaha,Sarjana,11,0
1684029,4,tidak layak,tidak bekerja,Diploma,10,1
3174606,2,sederhana,wirausaha,SMA,8,0
1103355,5,tidak layak,petani,Diploma,15,1
3521279,2,tidak layak,buruh harian,SMP,28,0
1863349,4,sederhana,buruh harian,Diploma,19,1
1877611,1,sederhana,petani,SMP,21,0
1793719,4,sederhana,buruh harian,Sarjana,18,1
1394540,3,tidak layak,petani,SMP,29,1
3859653,4,tidak layak,petani,Sarjana,26,0
3977590,2,sederhana,wirausaha,Sarjana,4,0
1390719,2,tidak layak,tidak bekerja,SD,1,1
1341207,5,tidak layak,buruh harian,Sarjana,24,1
1159292,1,sederhana,karyawan,SD,16,0
1647341,3,tidak layak,tidak bekerja,SMP,29,1
3349316,0,sederhana,karyawan,SMP,3,0
1933396,4,sederhana,buruh harian,SMA,1,1
3709644,2,sederhana,PNS,SMA,26,0
1278167,5,tidak layak,buruh harian,SMP,24,1
1914032,3,sederhana,petani,SD,24,1
1534003,5,tidak layak,tidak bekerja,SMP,22,1
2053385,1,layak,buruh harian,SD,24,0
1795600,4,tidak layak,buruh harian,SMP,1,1
4161436,0,layak,wirausaha,Sarjana,7,0
1394540,3,tidak layak,petani,SMP,29,1
1943793,3,sederhana,tidak bekerja,SD,3,1
2707017,1,layak,karyawan,SD,14,0
1654811,3,sederhana,petani,SMP,2,1
1671009,5,sederhana,buruh harian,SMA,17,1
1978080,4,tidak layak,petani,SMP,5,1
3782592,0,layak,PNS,SMP,1,0
1484410,3,tidak layak,petani,SMA,22,1
3636694,4,sederhana,petani,SD,16,0
1308449,2,tidak layak,tidak bekerja,SMA,6,1
1116739,4,sederhana,PNS,SD,1,0
1536226,4,tidak layak,buruh harian,SMP,23,1
1390719,2,tidak layak,tidak bekerja,SD,1,1
1753315,4,sederhana,tidak bekerja,SMP,16,1
1767524,2,sederhana,tidak bekerja,Sarjana,9,1
1073997,3,tidak layak,petani,SMP,14,1
2567053,5,layak,tidak bekerja,SMP,3,0
1000126,4,sederhana,buruh harian,SMA,22,1
3329701,0,layak,karyawan,SD,20,0
4677361,4,tidak layak,buruh harian,Sarjana,12,0
1783066,4,tidak layak,petani,SD,17,1
1622605,2,sederhana,buruh harian,SD,5,1
1133004,3,tidak layak,buruh harian,SMA,21,1
1341815,3,tidak layak,karyawan,SMP,22,0
3123238,5,tidak layak,petani,SMP,15,0
2400804,3,layak,petani,Diploma,8,0
1793719,4,sederhana,buruh harian,Sarjana,18,1
1748013,4,tidak layak,petani,SMA,23,1
4842411,0,sederhana,petani,SMA,11,0
1431374,2,tidak layak,tidak bekerja,SMA,12,1
1145271,3,tidak layak,karyawan,SMA,29,0
2228807,3,tidak layak,buruh harian,SD,5,0
1315826,4,tidak layak,buruh harian,SMP,15,1
3276360,5,layak,karyawan,SMA,23,0
2530814,1,sederhana,PNS,Diploma,12,0
4116810,1,tidak layak,buruh harian,SMA,3,0
2775922,3,tidak layak,wirausaha,SMA,6,0
1383152,3,sederhana,buruh harian,Diploma,18,1
1318766,1,tidak layak,karyawan,SD,1,0
2998671,4,layak,PNS,Diploma,11,0
1742296,0,sederhana,karyawan,SMA,7,0
1271967,2,sederhana,petani,SD,14,1
1705860,4,sederhana,buruh harian,Sarjana,6,1
4265962,5,sederhana,karyawan,SMA,8,0
4067392,0,tidak layak,buruh harian,SMP,29,0
1994170,3,tidak layak,petani,SMA,14,1
2330228,1,sederhana,wirausaha,Sarjana,17,0
2560473,3,tidak layak,karyawan,SMA,10,0
1478007,4,tidak layak,petani,SMA,9,1
3347649,4,sederhana,buruh harian,SMA,3,0
1841531,2,sederhana,petani,Sarjana,22,1
1659738,1,sederhana,karyawan,SMA,14,0
1466152,2,tidak layak,tidak bekerja,SD,2,1
1833727,1,layak,tidak bekerja,SD,25,0
1416978,5,layak,tidak bekerja,SMP,9,0
4769457,0,layak,karyawan,SD,10,0
1066203,2,layak,wirausaha,Sarjana,20,0
1805497,4,tidak layak,petani,SMP,17,1
3530179,2,layak,tidak bekerja,SD,25,0
3272158,5,tidak layak,wirausaha,SMA,9,0
3651888,1,layak,PNS,SMA,9,0
1694780,4,sederhana,tidak bekerja,SD,1,1
1806741,5,sederhana,buruh harian,SD,14,1
2803919,1,layak,karyawan,SMP,9,0
3605831,1,tidak layak,karyawan,Diploma,19,0
3900603,5,layak,petani,SMA,8,0
1103355,5,tidak layak,petani,Diploma,15,1
4977266,1,layak,buruh harian,SD,24,0
4846675,5,sederhana,tidak bekerja,SMA,14,0
2052590,4,layak,PNS,SMA,2,0
2033316,5,layak,karyawan,SD,18,0
4313020,1,layak,petani,SMA,29,0
1467010,4,tidak layak,buruh harian,Diploma,2,1
3263855,1,sederhana,PNS,SMA,10,0
4441532,3,tidak layak,buruh harian,SMP,18,0
1994653,5,tidak layak,tidak bekerja,SMA,1,1
2766891,3,layak,petani,Diploma,10,0
2045482,5,layak,karyawan,SD,26,0
3161352,2,tidak layak,tidak bekerja,Sarjana,27,0
4722946,2,sederhana,wirausaha,SMP,18,0
1684029,4,tidak layak,tidak bekerja,Diploma,10,1
1547993,2,tidak layak,buruh harian,SMP,21,1
1191232,5,sederhana,buruh harian,SD,16,1
4760343,3,layak,petani,SD,28,0
3782592,0,layak,PNS,SMP,1,0
1000126,4,sederhana,buruh harian,SMA,22,1
4603556,2,tidak layak,tidak bekerja,SMA,7,0
1862522,3,tidak layak,tidak bekerja,SD,2,1
1066234,4,tidak layak,tidak bekerja,Sarjana,23,1
1116381,5,sederhana,buruh harian,Diploma,20,1
1698956,3,sederhana,petani,SMA,14,1
1493948,4,tidak layak,tidak bekerja,SMA,21,1
3446609,3,layak,karyawan,SMA,3,0
1673218,0,tidak layak,wirausaha,SMP,9,0
3649228,3,layak,wirausaha,Sarjana,4,0
4511049,4,tidak layak,buruh harian,SMA,28,0
4400074,0,layak,wirausaha,SMP,3,0
1917040,3,tidak layak,tidak bekerja,SMA,14,1
1404772,5,tidak layak,buruh harian,SMP,20,1
1838003,2,sederhana,tidak bekerja,SD,15,1
1009435,0,tidak layak,PNS,SD,3,0
4920412,0,layak,karyawan,SMP,27,0
1823346,3,tidak layak,buruh harian,SMA,22,1
1248683,1,layak,PNS,SMA,3,0
4831661,5,tidak layak,tidak bekerja,SMA,24,0
1467010,4,tidak layak,buruh harian,Diploma,2,1
4757974,1,tidak layak,petani,SMA,29,0
2527937,2,sederhana,tidak bekerja,SMP,14,0
4212883,2,tidak layak,petani,Diploma,21,0
4708654,5,layak,petani,SD,13,0
4807085,4,tidak layak,karyawan,SMP,6,0
1783066,4,tidak layak,petani,SD,17,1
1924044,2,sederhana,tidak bekerja,SMP,5,1
2058079,2,sederhana,karyawan,SMA,9,0
1694892,2,tidak layak,tidak bekerja,SMA,17,1
1568302,3,tidak layak,tidak bekerja,SD,16,1
1870123,4,tidak layak,tidak bekerja,SD,19,1
3234236,5,sederhana,tidak bekerja,SMA,23,0
1670688,2,sederhana,petani,SD,10,1
4511049,4,tidak layak,buruh harian,SMA,28,0
1393574,3,sederhana,tidak bekerja,SMP,16,1
1239968,2,sederhana,petani,SD,14,1
1317537,3,sederhana,petani,SD,6,1
1344710,5,sederhana,tidak bekerja,SD,19,1
1116492,5,tidak layak,buruh harian,SMA,17,1
1572735,5,sederhana,buruh harian,SMA,7,1
1791743,4,tidak layak,tidak bekerja,SMA,4,1
4262681,1,sederhana,PNS,SMA,22,0
4139878,5,tidak layak,PNS,SD,9,0
1110155,3,tidak layak,petani,SMP,29,1
2328263,3,layak,PNS,SMA,5,0
2985209,1,layak,wirausaha,SD,15,0
1793719,4,sederhana,buruh harian,Sarjana,18,1
3887296,4,tidak layak,tidak bekerja,SMA,4,0
1125991,3,tidak layak,tidak bekerja,SD,28,1
3883427,0,sederhana,PNS,SD,22,0
3163859,5,layak,karyawan,SD,13,0
1133004,3,tidak layak,buruh harian,SMA,21,1
1767524,2,sederhana,tidak bekerja,Sarjana,9,1
4437172,5,layak,karyawan,SMA,27,0
1570451,3,tidak layak,buruh harian,SD,2,1
1805497,4,tidak layak,petani,SMP,17,1
1616036,1,tidak layak,buruh harian,Diploma,12,0
3985696,4,layak,karyawan,Sarjana,3,0
1564678,4,tidak layak,buruh harian,SMA,16,1
1390719,2,tidak layak,tidak bekerja,SD,1,1
1703650,2,sederhana,buruh harian,SMP,3,1
1271967,2,sederhana,petani,SD,14,1
1791743,4,tidak layak,tidak bekerja,SMA,4,1
1863349,4,sederhana,buruh harian,Diploma,19,1
3287623,3,layak,buruh harian,SMP,6,0
4771374,5,layak,wirausaha,SMA,25,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
2204680,0,sederhana,tidak bekerja,SMA,15,0
1060545,5,tidak layak,tidak bekerja,SD,27,1
2245129,1,tidak layak,buruh harian,SMA,15,0
1795600,4,tidak layak,buruh harian,SMP,1,1
2235202,1,sederhana,PNS,SMA,24,0
4887857,0,tidak layak,PNS,Diploma,21,0
2793795,1,layak,karyawan,SD,10,0
4047262,0,tidak layak,wirausaha,SMP,10,0
3087258,5,layak,karyawan,SMA,28,0
1893093,4,sederhana,PNS,SD,16,0
4254600,1,sederhana,PNS,SD,23,0
1702436,1,layak,petani,SMA,29,0
1647008,5,tidak layak,petani,SMP,22,1
1526338,3,tidak layak,petani,SMP,8,1
2877109,5,tidak layak,wirausaha,SD,18,0
4105391,2,sederhana,tidak bekerja,SD,29,0
4757938,3,sederhana,karyawan,SMA,11,0
1678841,5,tidak layak,petani,SMA,27,1
1698956,3,sederhana,petani,SMA,14,1
4564171,0,sederhana,PNS,SMA,4,0
4517330,1,layak,tidak bekerja,Diploma,20,0
3937629,2,layak,tidak bekerja,Sarjana,24,0
3543590,4,layak,wirausaha,SMA,20,0
1422381,4,sederhana,tidak bekerja,SMP,9,1
3789993,0,layak,buruh harian,SMP,29,0
1525134,1,layak,wirausaha,SMP,5,0
1830051,2,tidak layak,petani,SMA,9,1
1874772,4,tidak layak,tidak bekerja,SMP,28,1
1791743,4,tidak layak,tidak bekerja,SMA,4,1
1000126,4,sederhana,buruh harian,SMA,22,1
2957233,1,tidak layak,wirausaha,Diploma,29,0
1823346,3,tidak layak,buruh harian,SMA,22,1
1928479,4,tidak layak,buruh harian,SMP,15,1
1622605,2,sederhana,buruh harian,SD,5,1
1568302,3,tidak layak,tidak bekerja,SD,16,1
1953692,5,tidak layak,wirausaha,SMA,14,0
1142483,2,tidak layak,buruh harian,SMA,4,1
1478007,4,tidak layak,petani,SMA,9,1
2004001,1,tidak layak,buruh harian,SMP,13,0
1780926,5,sederhana,petani,SMA,6,1
1825816,3,tidak layak,buruh harian,SD,21,1
1769598,5,sederhana,tidak bekerja,SMP,8,1
1796657,2,sederhana,tidak bekerja,Diploma,1,1
3636694,4,sederhana,petani,SD,16,0
1091006,0,layak,buruh harian,SMP,29,0
1952246,4,tidak layak,petani,SMP,23,1
1245546,3,sederhana,buruh harian,SMA,5,1
3243541,1,tidak layak,karyawan,SD,20,0
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
2428127,0,tidak layak,wirausaha,SD,7,0
1994653,5,tidak layak,tidak bekerja,SMA,1,1
2685996,3,sederhana,buruh harian,Sarjana,2,0
2921277,4,layak,PNS,SD,10,0
1564678,4,tidak layak,buruh harian,SMA,16,1
1239968,2,sederhana,petani,SD,14,1
1910681,3,tidak layak,petani,SD,21,1
3856376,3,sederhana,PNS,SMA,3,0
1632543,2,sederhana,tidak bekerja,SMP,5,1
1137023,5,sederhana,buruh harian,SMP,1,1
1694892,2,tidak layak,tidak bekerja,SMA,17,1
1987471,4,layak,PNS,SD,25,0
1698956,3,sederhana,petani,SMA,14,1
2619715,0,tidak layak,wirausaha,SMA,2,0
1591652,2,tidak layak,petani,SD,2,1
1422381,4,sederhana,tidak bekerja,SMP,9,1
4207796,0,layak,tidak bekerja,SD,16,0
4317564,5,tidak layak,karyawan,SD,23,0
1284821,5,tidak layak,tidak bekerja,SMA,13,1
2554623,4,tidak layak,buruh harian,SMP,13,0
1007967,5,sederhana,PNS,SMA,21,0
4262681,1,sederhana,PNS,SMA,22,0
1179838,2,sederhana,buruh harian,Sarjana,28,1
1813168,3,layak,karyawan,SMP,16,0
1924133,3,tidak layak,tidak bekerja,Diploma,22,1
1427387,0,layak,wirausaha,SMA,12,0
3844664,3,sederhana,wirausaha,Sarjana,22,0
1664076,3,tidak layak,tidak bekerja,SD,11,1
4503157,3,layak,petani,SMP,16,0
4907730,5,sederhana,tidak bekerja,SMA,29,0
4735466,4,sederhana,karyawan,Sarjana,27,0
1870123,4,tidak layak,tidak bekerja,SD,19,1
1389954,3,tidak layak,buruh harian,Diploma,6,1
2681076,3,layak,PNS,SMP,9,0
1935772,3,sederhana,buruh harian,SMP,19,1
3991650,0,sederhana,buruh harian,Diploma,10,0
1502420,0,tidak layak,PNS,SMA,2,0
1748013,4,tidak layak,petani,SMA,23,1
4145534,5,tidak layak,buruh harian,SMA,25,0
1205768,2,tidak layak,buruh harian,SD,17,1
2855619,1,tidak layak,wirausaha,SMP,25,0
1933396,4,sederhana,buruh harian,SMA,1,1
1389593,4,sederhana,tidak bekerja,SD,23,1
3076696,2,sederhana,wirausaha,SD,19,0
1961703,2,tidak layak,buruh harian,SMP,5,1
1654224,5,sederhana,petani,SMA,29,1
1344710,5,sederhana,tidak bekerja,SD,19,1
3484413,3,tidak layak,wirausaha,SMA,10,0
2603546,4,layak,wirausaha,SMA,14,0
1928479,4,tidak layak,buruh harian,SMP,15,1
1343054,5,sederhana,buruh harian,Sarjana,9,1
1780926,5,sederhana,petani,SMA,6,1
3419862,4,layak,petani,SMA,15,0
1693045,5,layak,wirausaha,SMP,10,0
1488011,2,tidak layak,tidak bekerja,Sarjana,9,1
2985838,4,layak,buruh harian,Diploma,25,0
3386488,2,tidak layak,petani,SMA,19,0
4345503,3,layak,tidak bekerja,Diploma,19,0
1635605,2,layak,karyawan,Diploma,19,0
4570599,3,layak,petani,SMA,10,0
1156498,5,sederhana,tidak bekerja,SMA,22,1
1060545,5,tidak layak,tidak bekerja,SD,27,1
1876110,4,sederhana,buruh harian,SMA,21,1
3667088,1,tidak layak,petani,SD,4,0
1215048,5,sederhana,tidak bekerja,Diploma,24,1
3741094,4,tidak layak,petani,SMP,16,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
1863349,4,sederhana,buruh harian,Diploma,19,1
1478007,4,tidak layak,petani,SMA,9,1
1404772,5,tidak layak,buruh harian,SMP,20,1
2239911,0,layak,wirausaha,SMP,15,0
1952246,4,tidak layak,petani,SMP,23,1
1036321,5,sederhana,buruh harian,SMA,24,1
4802890,4,tidak layak,wirausaha,SMA,20,0
4362182,3,sederhana,karyawan,SMP,5,0
2950961,3,layak,wirausaha,SD,10,0
4757328,2,layak,PNS,Sarjana,8,0
1748013,4,tidak layak,petani,SMA,23,1
1485757,5,tidak layak,buruh harian,SMA,20,1
1404772,5,tidak layak,buruh harian,SMP,20,1
1698002,3,sederhana,buruh harian,SMA,26,1
1026734,4,sederhana,buruh harian,SMP,29,1
3677747,0,layak,karyawan,Sarjana,26,0
3280827,0,layak,karyawan,SMA,4,0
1188456,5,sederhana,tidak bekerja,SMA,9,1
1698002,3,sederhana,buruh harian,SMA,26,1
3598260,1,tidak layak,tidak bekerja,SMA,23,0
1787494,2,layak,buruh harian,SMP,17,0
1707689,1,layak,PNS,SMA,12,0
1163834,3,sederhana,petani,SMP,1,1
1393574,3,sederhana,tidak bekerja,SMP,16,1
2380346,4,layak,tidak bekerja,SMA,11,0
1443031,3,sederhana,tidak bekerja,SMP,6,1
1546237,2,sederhana,PNS,SD,27,0
1179838,2,sederhana,buruh harian,Sarjana,28,1
1245404,4,sederhana,wirausaha,SMP,21,0
1795600,4,tidak layak,buruh harian,SMP,1,1
1835036,5,sederhana,buruh harian,SMA,1,1
3431149,0,layak,buruh harian,SMA,12,0
1060545,5,tidak layak,tidak bekerja,SD,27,1
1500315,1,layak,wirausaha,SD,11,0
1852746,4,sederhana,tidak bekerja,SD,15,1
1415384,5,tidak layak,buruh harian,SMA,11,1
1050861,1,layak,buruh harian,SMA,9,0
3962732,1,sederhana,tidak bekerja,Diploma,29,0
3398606,1,layak,PNS,SMA,18,0
2740534,5,sederhana,buruh harian,SMP,3,0
4993710,2,layak,buruh harian,Diploma,22,0
4541483,0,layak,buruh harian,SMP,20,0
2732682,3,tidak layak,karyawan,SD,7,0
3789300,1,tidak layak,PNS,Sarjana,15,0
2500942,0,layak,buruh harian,SMA,7,0
3975635,3,sederhana,petani,SMP,17,0
1691757,3,layak,tidak bekerja,SMP,15,0
1454418,5,sederhana,buruh harian,SMA,19,1
1678841,5,tidak layak,petani,SMA,27,1
1327025,4,tidak layak,tidak bekerja,SMA,15,1
2404330,5,layak,PNS,Diploma,18,0
4596270,1,sederhana,wirausaha,SMA,12,0
4332049,2,layak,PNS,SMA,12,0
2131565,3,sederhana,petani,SMA,12,0
1862522,3,tidak layak,tidak bekerja,SD,2,1
1023429,5,sederhana,tidak bekerja,SMA,9,1
1568302,3,tidak layak,tidak bekerja,SD,16,1
1825816,3,tidak layak,buruh harian,SD,21,1
1608746,5,tidak layak,buruh harian,SD,10,1
1196769,3,tidak layak,petani,SMP,7,1
1896942,4,tidak layak,petani,SMA,22,1
3735988,0,layak,karyawan,Diploma,6,0
1870123,4,tidak layak,tidak bekerja,SD,19,1
4984384,5,sederhana,karyawan,Sarjana,6,0
1471082,4,sederhana,karyawan,SMA,28,0
2353324,3,sederhana,tidak bekerja,SD,11,0
1675510,2,tidak layak,petani,SD,12,1
1438661,0,tidak layak,tidak bekerja,SD,16,0
1852746,4,sederhana,tidak bekerja,SD,15,1
1284821,5,tidak layak,tidak bekerja,SMA,13,1
1390719,2,tidak layak,tidak bekerja,SD,1,1
1994170,3,tidak layak,petani,SMA,14,1
4850241,2,sederhana,buruh harian,SMP,15,0
3995765,0,tidak layak,petani,SMP,16,0
1133554,2,sederhana,buruh harian,SD,21,1
1805497,4,tidak layak,petani,SMP,17,1
1142483,2,tidak layak,buruh harian,SMA,4,1
1961703,2,tidak layak,buruh harian,SMP,5,1
1865139,4,sederhana,petani,SMA,26,1
3033643,4,sederhana,karyawan,SD,14,0
1943793,3,sederhana,tidak bekerja,SD,3,1
1650419,2,tidak layak,petani,SD,28,1
1188456,5,sederhana,tidak bekerja,SMA,9,1
2704581,4,layak,PNS,Diploma,25,0
1383152,3,sederhana,buruh harian,Diploma,18,1
1329638,1,sederhana,buruh harian,SMA,26,0
3527751,1,sederhana,petani,SMA,22,0
2666471,3,layak,wirausaha,Diploma,13,0
1929168,3,tidak layak,tidak bekerja,Sarjana,9,1
1639282,2,tidak layak,buruh harian,SMP,16,1
1222866,0,sederhana,PNS,SMP,12,0
1647008,5,tidak layak,petani,SMP,22,1
1282272,3,sederhana,petani,SMA,3,1
1912727,2,tidak layak,buruh harian,Sarjana,8,1
1504999,4,layak,buruh harian,SMA,3,0
1547993,2,tidak layak,buruh harian,SMP,21,1
1767524,2,sederhana,tidak bekerja,Sarjana,9,1
2732465,0,tidak layak,karyawan,Sarjana,18,0
1007967,5,sederhana,PNS,SMA,21,0
3155145,2,sederhana,wirausaha,Sarjana,10,0
1003051,5,tidak layak,petani,SMP,11,1
1572735,5,sederhana,buruh harian,SMA,7,1
3775895,5,layak,petani,SD,6,0
1034707,2,sederhana,petani,SMP,24,1
1856101,1,sederhana,wirausaha,SMA,24,0
1327025,4,tidak layak,tidak bekerja,SMA,15,1
3938613,5,sederhana,wirausaha,SMP,22,0
1215048,5,sederhana,tidak bekerja,Diploma,24,1
1564678,4,tidak layak,buruh harian,SMA,16,1
1952246,4,tidak layak,petani,SMP,23,1
