jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
3,1139587,sangat sederhana,1
5,9965660,semi permanen,0
3,7847247,layak,0
7,6200234,semi permanen,0
1,8645928,sangat sederhana,0
7,9150933,layak,0
1,4824894,layak,0
3,7466616,sangat sederhana,0
8,4713211,semi permanen,1
8,5139136,tidak layak,1
4,4634730,layak,0
7,1785563,sangat sederhana,1
7,2688929,tidak layak,1
5,5621119,layak,1
7,2575932,tidak layak,1
3,5685796,layak,0
7,5767992,sangat sederhana,1
1,6653860,semi permanen,0
2,1886183,tidak layak,1
9,2809878,tidak layak,1
9,6196283,layak,0
2,3423555,tidak layak,1
8,4489669,layak,1
7,8788921,semi permanen,0
6,2985872,semi permanen,1
0,8136326,semi permanen,0
5,6045705,semi permanen,0
5,6253413,sangat sederhana,0
9,8647895,semi permanen,0
0,4052631,sangat sederhana,1
9,1706118,layak,1
3,2253259,semi permanen,1
5,8486951,sangat sederhana,0
5,2487678,layak,1
4,4986170,sangat sederhana,1
3,9518026,semi permanen,0
8,9599560,semi permanen,0
3,2507237,sangat sederhana,1
4,4234459,sangat sederhana,1
6,9571450,tidak layak,0
8,5999424,sangat sederhana,1
7,3535880,semi permanen,1
2,4767243,layak,0
7,6981259,layak,0
9,5863583,sangat sederhana,1
1,1430405,tidak layak,1
2,9558248,semi permanen,0
9,4292359,semi permanen,1
1,4240763,layak,0
4,9790723,semi permanen,0
2,1640800,layak,0
4,5929495,semi permanen,0
8,8190337,sangat sederhana,0
7,3845308,semi permanen,1
8,1584134,semi permanen,1
6,7697697,tidak layak,0
1,9952638,sangat sederhana,0
2,3785272,sangat sederhana,1
9,2718619,layak,1
5,2733802,sangat sederhana,1
5,8395553,layak,0
3,5276209,tidak layak,0
7,7384502,layak,0
3,9075189,layak,0
2,6049840,semi permanen,0
4,8280862,sangat sederhana,0
4,4710937,semi permanen,1
9,1422287,layak,1
9,5372203,layak,1
1,1221500,semi permanen,1
2,9466880,sangat sederhana,0
9,4425332,layak,1
6,6176184,layak,0
0,5212022,layak,0
4,9389770,layak,0
4,1652418,layak,0
1,4432409,layak,0
1,6311024,sangat sederhana,0
5,5774435,tidak layak,1
0,5011894,sangat sederhana,0
8,5772331,tidak layak,1
8,6258934,sangat sederhana,0
5,3696555,sangat sederhana,1
6,7122670,tidak layak,0
4,1990658,sangat sederhana,1
6,4082191,sangat sederhana,1
2,7168873,sangat sederhana,0
6,9927634,semi permanen,0
0,3162838,layak,0
6,4320928,sangat sederhana,1
6,1818989,tidak layak,1
4,9018079,tidak layak,0
4,4355770,semi permanen,1
6,9028550,semi permanen,0
9,1771437,tidak layak,1
3,8321872,layak,0
6,2095383,tidak layak,1
1,2804189,sangat sederhana,1
8,3369259,sangat sederhana,1
9,2562219,semi permanen,1
9,9017107,semi permanen,0
8,2320380,semi permanen,1
2,4678606,layak,0
5,3151876,semi permanen,1
9,5731316,semi permanen,1
3,6477232,sangat sederhana,0
6,4077540,tidak layak,1
7,3427450,layak,1
7,3577314,tidak layak,1
1,7374315,layak,0
9,7489666,semi permanen,0
1,1487462,layak,0
2,1735989,semi permanen,1
1,6425911,sangat sederhana,0
2,7093897,layak,0
6,8937931,layak,0
2,2463028,tidak layak,1
7,5871903,layak,1
0,8870950,tidak layak,0
6,7308406,sangat sederhana,0
3,5306179,tidak layak,0
3,6502577,tidak layak,0
0,5605974,layak,0
6,2869907,tidak layak,1
7,9419843,tidak layak,0
5,6794294,tidak layak,0
2,1349374,sangat sederhana,1
0,6670463,layak,0
2,7360558,tidak layak,0
6,8782049,layak,0
4,9787478,tidak layak,0
1,5514227,semi permanen,0
0,7161808,layak,0
9,2786820,tidak layak,1
8,3357160,tidak layak,1
2,9810449,semi permanen,0
9,8581933,layak,0
5,5327074,semi permanen,1
5,5202663,semi permanen,1
2,7743482,layak,0
9,7164757,layak,0
0,3812922,layak,0
6,7690809,tidak layak,0
5,7588933,layak,0
6,3864570,sangat sederhana,1
4,5815211,semi permanen,0
5,4456271,tidak layak,1
7,1728800,layak,1
5,9364418,tidak layak,0
0,6827789,semi permanen,0
8,6181167,layak,0
6,4867400,tidak layak,1
0,2297797,layak,0
3,1330335,layak,0
9,6186664,semi permanen,0
2,6071754,tidak layak,0
7,8551844,sangat sederhana,0
1,5520270,tidak layak,0
0,3684679,tidak layak,1
7,3612308,sangat sederhana,1
8,9998608,semi permanen,0
7,1551237,tidak layak,1
4,3004266,layak,1
1,3514457,semi permanen,1
3,2368797,semi permanen,1
0,7896376,sangat sederhana,0
1,2658257,semi permanen,1
4,9455985,semi permanen,0
0,8700599,layak,0
5,6782119,tidak layak,0
7,2671358,semi permanen,1
2,5111810,tidak layak,0
2,6930496,semi permanen,0
2,9913945,semi permanen,0
6,4504414,layak,1
4,1881587,layak,0
3,9803098,layak,0
4,5580844,semi permanen,0
0,9516490,layak,0
7,4580676,semi permanen,1
5,5879540,sangat sederhana,1
3,9236086,layak,0
8,3058056,tidak layak,1
5,4472677,tidak layak,1
0,3332384,tidak layak,1
5,5251956,tidak layak,1
3,2099120,tidak layak,1
3,1271577,semi permanen,1
9,6566474,layak,0
9,7351377,sangat sederhana,0
7,7237949,layak,0
2,8082154,semi permanen,0
0,2720307,layak,0
0,8802753,sangat sederhana,0
1,4276117,sangat sederhana,1
1,5220082,semi permanen,0
4,1852801,tidak layak,1
0,5821214,semi permanen,0
2,5422757,semi permanen,0
1,1800927,layak,0
2,1623192,sangat sederhana,1
4,8177275,layak,0
0,8354603,semi permanen,0
0,2998941,semi permanen,1
6,6502285,layak,0
0,6128354,sangat sederhana,0
1,2693938,sangat sederhana,1
9,6558959,layak,0
9,3469456,sangat sederhana,1
1,8057607,semi permanen,0
4,1881351,semi permanen,1
2,2455072,sangat sederhana,1
2,3844817,layak,0
1,2226828,layak,0
1,9794340,layak,0
9,1130855,sangat sederhana,1
8,9214955,layak,0
1,4053224,semi permanen,1
2,4361472,tidak layak,1
3,2931030,semi permanen,1
8,5406953,tidak layak,1
3,5860493,sangat sederhana,0
8,4574718,semi permanen,1
1,7538638,sangat sederhana,0
1,8037880,semi permanen,0
9,3493895,sangat sederhana,1
6,2032844,semi permanen,1
4,5093748,sangat sederhana,0
9,6448862,tidak layak,0
1,2509126,tidak layak,1
4,2813485,semi permanen,1
5,4444595,layak,1
1,4545111,sangat sederhana,1
9,2351024,semi permanen,1
2,2505121,tidak layak,1
3,1660338,semi permanen,1
8,4655710,semi permanen,1
3,7896719,layak,0
1,2017201,tidak layak,1
0,8917396,semi permanen,0
1,8750827,sangat sederhana,0
1,5658290,layak,0
8,3833971,semi permanen,1
6,5229645,semi permanen,1
4,7553452,layak,0
8,5683491,layak,1
3,3093536,layak,0
9,4523459,sangat sederhana,1
2,2616689,semi permanen,1
8,5876144,layak,1
3,1368409,semi permanen,1
5,9231197,layak,0
1,2681273,layak,0
6,2788659,sangat sederhana,1
0,4204358,semi permanen,1
4,6678888,tidak layak,0
0,2363939,tidak layak,1
5,6736028,layak,0
2,1853334,layak,0
7,8333052,layak,0
9,6620329,semi permanen,0
9,7317702,tidak layak,0
4,5548370,sangat sederhana,0
5,6038212,semi permanen,0
4,3534223,tidak layak,1
9,2254167,tidak layak,1
4,6876087,sangat sederhana,0
7,4141735,sangat sederhana,1
5,2043965,tidak layak,1
5,3614473,tidak layak,1
7,9461301,tidak layak,0
9,7003019,semi permanen,0
8,5662001,sangat sederhana,1
6,9062011,tidak layak,0
1,4552107,layak,0
0,7068268,tidak layak,0
1,6368820,semi permanen,0
6,5315033,layak,1
3,3718731,layak,0
4,5581946,sangat sederhana,0
0,7760071,semi permanen,0
6,2527334,semi permanen,1
7,4471560,layak,1
6,4302022,layak,1
7,1436738,layak,1
4,9506068,semi permanen,0
8,4139957,layak,1
6,5794982,semi permanen,1
6,3148766,layak,1
7,6319307,layak,0
0,2542237,layak,0
5,3082509,sangat sederhana,1
9,6392814,sangat sederhana,0
3,1150002,sangat sederhana,1
9,6316436,semi permanen,0
6,4895505,layak,1
9,5913528,layak,1
3,4122623,layak,0
9,2029147,semi permanen,1
0,5584825,sangat sederhana,0
4,8196733,tidak layak,0
6,6388618,layak,0
8,8375806,layak,0
5,1398984,sangat sederhana,1
0,6860718,semi permanen,0
3,5212687,semi permanen,0
8,3576953,semi permanen,1
1,6416750,semi permanen,0
1,2213757,layak,0
0,2319366,semi permanen,1
4,6391815,tidak layak,0
0,5154655,semi permanen,0
9,1166969,sangat sederhana,1
7,5145043,semi permanen,1
1,3901250,tidak layak,1
0,4624769,tidak layak,1
0,5975447,semi permanen,0
8,9091237,tidak layak,0
8,9616309,sangat sederhana,0
3,4032287,semi permanen,1
6,2954916,semi permanen,1
4,4630033,semi permanen,1
2,6632813,semi permanen,0
0,2719974,tidak layak,1
6,1672757,tidak layak,1
4,2723809,semi permanen,1
0,3644681,layak,0
1,1099731,semi permanen,1
0,4237820,layak,0
3,8800971,sangat sederhana,0
7,2320804,tidak layak,1
0,8452955,sangat sederhana,0
4,7032042,semi permanen,0
4,1763536,layak,0
1,8126589,sangat sederhana,0
9,5152627,sangat sederhana,1
8,6880328,layak,0
7,3909276,semi permanen,1
4,6976765,sangat sederhana,0
2,5112605,tidak layak,0
9,2839783,semi permanen,1
6,9438501,tidak layak,0
7,6441813,layak,0
4,7715171,sangat sederhana,0
7,6985935,sangat sederhana,0
3,7301080,sangat sederhana,0
5,5645830,semi permanen,1
0,5201193,semi permanen,0
6,2436407,semi permanen,1
5,4041315,tidak layak,1
5,1413990,sangat sederhana,1
8,3172784,tidak layak,1
1,4583837,sangat sederhana,1
4,7451167,sangat sederhana,0
2,2205579,semi permanen,1
4,8583850,semi permanen,0
7,4500824,semi permanen,1
4,5183584,tidak layak,0
5,7295131,tidak layak,0
0,5095475,semi permanen,0
7,2963855,semi permanen,1
4,8484142,tidak layak,0
7,7948651,tidak layak,0
1,5838141,semi permanen,0
4,1364285,tidak layak,1
6,5455849,sangat sederhana,1
6,6616453,sangat sederhana,0
9,8342284,layak,0
0,3260675,layak,0
2,8708278,sangat sederhana,0
3,2634105,tidak layak,1
7,5764929,semi permanen,1
0,8364613,tidak layak,0
0,4877499,semi permanen,1
7,2428981,layak,1
1,3237777,sangat sederhana,1
0,5266316,layak,0
1,3450070,tidak layak,1
8,8365694,tidak layak,0
3,5088210,tidak layak,0
5,3492766,sangat sederhana,1
6,1412115,tidak layak,1
0,4424703,layak,0
8,6694871,semi permanen,0
1,3782021,sangat sederhana,1
4,9491175,semi permanen,0
2,1749826,tidak layak,1
3,8451105,layak,0
6,6501896,semi permanen,0
0,2001117,sangat sederhana,1
1,3868486,sangat sederhana,1
7,3328439,sangat sederhana,1
9,6514742,sangat sederhana,0
8,6587220,layak,0
7,6866950,semi permanen,0
7,3998968,semi permanen,1
6,7122898,layak,0
3,5770316,sangat sederhana,0
1,4317648,layak,0
5,1572837,sangat sederhana,1
4,5189527,layak,0
4,4510543,layak,0
1,6882090,sangat sederhana,0
4,2779078,semi permanen,1
2,4693167,layak,0
8,4115321,semi permanen,1
1,8034220,layak,0
7,8388502,tidak layak,0
8,7172995,layak,0
4,1523580,tidak layak,1
5,5964399,layak,1
9,9607910,layak,0
4,7640483,semi permanen,0
1,9573846,sangat sederhana,0
8,8914099,layak,0
7,4716038,sangat sederhana,1
8,7310489,sangat sederhana,0
3,7938503,tidak layak,0
6,5303182,layak,1
2,6851730,sangat sederhana,0
4,9763942,layak,0
1,4270035,tidak layak,1
6,2223671,tidak layak,1
5,4979742,layak,1
4,2912143,sangat sederhana,1
0,1872442,sangat sederhana,1
2,6025568,tidak layak,0
9,7801928,tidak layak,0
6,5724302,semi permanen,1
4,2324917,sangat sederhana,1
5,3771543,semi permanen,1
8,8336818,layak,0
2,1630708,sangat sederhana,1
9,4882674,sangat sederhana,1
1,5010213,semi permanen,0
1,9980909,sangat sederhana,0
4,7944214,tidak layak,0
6,6952614,tidak layak,0
3,9323258,sangat sederhana,0
0,2774598,semi permanen,1
3,1422622,layak,0
3,9379610,sangat sederhana,0
5,1247076,sangat sederhana,1
4,7552183,semi permanen,0
8,7940145,layak,0
7,2028629,layak,1
2,3175403,sangat sederhana,1
6,7702243,semi permanen,0
6,5877084,semi permanen,1
0,9517002,layak,0
5,4160554,sangat sederhana,1
0,1049625,semi permanen,1
2,8956460,semi permanen,0
2,7854488,semi permanen,0
6,1546347,sangat sederhana,1
4,3560792,layak,0
1,5747528,sangat sederhana,0
4,5770361,tidak layak,0
1,8845196,tidak layak,0
6,4623499,sangat sederhana,1
5,1349906,semi permanen,1
1,8268285,layak,0
6,1596692,semi permanen,1
1,3967191,semi permanen,1
6,3884715,layak,1
3,3687479,tidak layak,1
5,9815259,tidak layak,0
7,3341551,semi permanen,1
4,2243835,layak,1
7,9288907,semi permanen,0
7,2489124,layak,1
1,6051087,semi permanen,0
4,3147757,sangat sederhana,1
5,1142688,tidak layak,1
4,7144434,layak,0
2,9863011,semi permanen,0
9,1865369,sangat sederhana,1
0,1792464,layak,0
3,7018307,layak,0
4,5655277,layak,0
9,3624252,semi permanen,1
0,8317266,layak,0
2,4130154,semi permanen,1
9,9305851,sangat sederhana,0
5,4390442,tidak layak,1
1,6745842,sangat sederhana,0
3,7266831,sangat sederhana,0
4,9515253,semi permanen,0
2,6138553,layak,0
0,5807471,layak,0
0,5920893,tidak layak,0
9,4865156,semi permanen,1
1,8040921,sangat sederhana,0
9,8279991,sangat sederhana,0
6,4986847,semi permanen,1
0,8593561,tidak layak,0
3,1467432,tidak layak,1
5,5090350,tidak layak,1
7,2518691,tidak layak,1
0,1351607,semi permanen,1
2,6680376,semi permanen,0
2,7202145,sangat sederhana,0
0,6643485,layak,0
2,4269268,semi permanen,1
2,9235121,tidak layak,0
3,6940872,semi permanen,0
1,4369981,tidak layak,1
7,1778074,layak,1
0,4441749,sangat sederhana,1
5,9418914,sangat sederhana,0
6,4755634,sangat sederhana,1
5,9270981,layak,0
2,7348203,tidak layak,0
3,8480795,layak,0
1,7237043,tidak layak,0
1,9728970,semi permanen,0
7,3702583,tidak layak,1
5,6149933,sangat sederhana,0
1,6701876,tidak layak,0
4,9612044,layak,0
7,5916055,layak,1
1,7697816,layak,0
2,3558533,semi permanen,1
5,4752065,layak,1
8,8495549,tidak layak,0
1,2160160,tidak layak,1
6,1974432,sangat sederhana,1
2,7762276,sangat sederhana,0
2,6740093,tidak layak,0
9,2258678,layak,1
5,5234959,layak,1
0,3763695,layak,0
0,6308436,layak,0
0,2109541,semi permanen,1
5,9658675,sangat sederhana,0
9,4280595,semi permanen,1
9,5932281,tidak layak,1
7,7013954,semi permanen,0
1,8217072,layak,0
8,3138089,sangat sederhana,1
1,1187891,semi permanen,1
1,5159541,tidak layak,0
9,5105936,tidak layak,1
0,2613201,sangat sederhana,1
9,3969063,tidak layak,1
1,6782385,layak,0
1,4132040,layak,0
9,7774247,semi permanen,0
5,1100243,sangat sederhana,1
0,8651771,semi permanen,0
0,4139198,sangat sederhana,1
0,4610711,layak,0
9,8651878,semi permanen,0
7,3549946,sangat sederhana,1
9,2541403,tidak layak,1
2,8483843,layak,0
8,4023392,tidak layak,1
3,2411174,sangat sederhana,1
1,7458055,layak,0
6,9111967,layak,0
7,7897184,semi permanen,0
3,1339977,tidak layak,1
6,6250021,tidak layak,0
9,5902186,semi permanen,1
2,8828085,layak,0
7,4836531,semi permanen,1
0,6839429,semi permanen,0
9,6613593,semi permanen,0
5,3508827,sangat sederhana,1
6,1763198,tidak layak,1
9,1876043,semi permanen,1
0,6416822,semi permanen,0
0,9019668,sangat sederhana,0
5,1361970,layak,1
1,1140585,tidak layak,1
3,9850502,layak,0
3,6592124,layak,0
4,3487884,sangat sederhana,1
2,8438521,semi permanen,0
8,1373798,layak,1
4,7666984,layak,0
8,8949687,tidak layak,0
9,8207610,layak,0
1,2800509,semi permanen,1
1,9933568,layak,0
8,9704488,tidak layak,0
2,8476122,layak,0
3,2861618,tidak layak,1
0,2250408,tidak layak,1
6,5237377,semi permanen,1
8,5396483,semi permanen,1
9,9307593,layak,0
9,2803630,semi permanen,1
4,4725808,sangat sederhana,1
2,3185573,tidak layak,1
2,6627631,layak,0
0,9979543,semi permanen,0
9,1790624,layak,1
2,1541157,layak,0
2,5234105,tidak layak,0
9,4801697,sangat sederhana,1
0,9992625,sangat sederhana,0
0,7084102,semi permanen,0
4,5245255,layak,0
5,9135971,layak,0
3,1854411,sangat sederhana,1
6,9591061,sangat sederhana,0
0,3666989,tidak layak,1
6,3686864,semi permanen,1
9,9654993,tidak layak,0
1,9022245,sangat sederhana,0
9,9402484,sangat sederhana,0
9,3924905,semi permanen,1
8,5692082,sangat sederhana,1
6,1897816,semi permanen,1
3,2428241,layak,0
9,2162692,layak,1
7,6045336,semi permanen,0
4,8026209,tidak layak,0
6,8611598,tidak layak,0
0,6634695,layak,0
2,1428001,sangat sederhana,1
9,8328698,sangat sederhana,0
0,4659208,semi permanen,1
3,4310349,layak,0
5,8175747,layak,0
8,7012643,layak,0
8,3982475,sangat sederhana,1
2,7525586,layak,0
0,8409116,semi permanen,0
5,8878748,layak,0
0,2932963,layak,0
1,2947062,tidak layak,1
4,4288002,semi permanen,1
5,9590288,layak,0
3,2067998,semi permanen,1
1,4448548,tidak layak,1
2,8608300,semi permanen,0
0,9119003,layak,0
3,3950984,semi permanen,1
9,2724344,tidak layak,1
4,2940756,tidak layak,1
6,5966096,semi permanen,1
9,6347519,layak,0
0,3742261,tidak layak,1
6,6108427,semi permanen,0
8,2331941,semi permanen,1
6,1015846,layak,1
7,9206636,sangat sederhana,0
8,3439011,sangat sederhana,1
8,3239505,semi permanen,1
3,9925237,layak,0
6,7593900,sangat sederhana,0
1,9093356,tidak layak,0
5,2680561,layak,1
0,8053532,tidak layak,0
6,9945830,semi permanen,0
5,3624055,sangat sederhana,1
5,9554068,sangat sederhana,0
9,2042574,semi permanen,1
8,6444639,semi permanen,0
4,2408481,layak,1
6,3379548,tidak layak,1
6,4252046,semi permanen,1
9,1814050,semi permanen,1
3,4452332,semi permanen,1
2,6350646,semi permanen,0
3,7616836,layak,0
1,3654869,semi permanen,1
2,6653248,layak,0
1,9572340,sangat sederhana,0
1,4978480,layak,0
8,7609600,tidak layak,0
9,2678347,layak,1
2,6221968,layak,0
1,5852771,tidak layak,0
1,7283905,sangat sederhana,0
0,6220638,tidak layak,0
1,8068832,layak,0
0,6464360,semi permanen,0
4,8225154,sangat sederhana,0
1,4970948,layak,0
0,7998851,semi permanen,0
0,1779095,tidak layak,1
9,6191291,tidak layak,0
9,5203599,layak,1
1,6485628,tidak layak,0
3,2256845,tidak layak,1
5,2429542,layak,1
4,6328048,layak,0
9,8905507,semi permanen,0
2,4148067,tidak layak,1
4,4335409,semi permanen,1
9,4470964,semi permanen,1
1,6934443,layak,0
4,3987834,tidak layak,1
8,2108294,layak,1
2,1276387,semi permanen,1
8,9444099,semi permanen,0
5,9751192,sangat sederhana,0
5,7539424,semi permanen,0
0,2480858,tidak layak,1
2,6147496,semi permanen,0
9,4725492,semi permanen,1
4,2735280,sangat sederhana,1
3,6401276,semi permanen,0
5,5403143,semi permanen,1
7,8475170,tidak layak,0
6,5978082,tidak layak,1
7,6784917,tidak layak,0
6,7741449,layak,0
5,9068951,tidak layak,0
6,5314725,sangat sederhana,1
0,7515261,sangat sederhana,0
1,4670515,tidak layak,1
7,8364928,tidak layak,0
4,7196333,semi permanen,0
4,4837561,semi permanen,1
9,4617205,semi permanen,1
8,1594284,tidak layak,1
5,6671529,layak,0
2,7410516,layak,0
9,8675302,layak,0
2,1939840,layak,0
2,5382559,sangat sederhana,0
2,2830966,tidak layak,1
6,9140065,semi permanen,0
9,3629456,layak,1
4,1641858,tidak layak,1
9,5568262,sangat sederhana,1
1,2846684,sangat sederhana,1
1,8060562,sangat sederhana,0
6,7204333,sangat sederhana,0
8,6351964,tidak layak,0
9,3045777,tidak layak,1
9,3283143,tidak layak,1
3,4596163,sangat sederhana,1
3,4929920,tidak layak,1
6,7012146,layak,0
6,9047944,tidak layak,0
4,7098979,sangat sederhana,0
0,6831144,sangat sederhana,0
4,5106731,tidak layak,0
0,1661426,semi permanen,1
8,2656187,semi permanen,1
4,6914885,sangat sederhana,0
1,2208790,semi permanen,1
9,5457089,semi permanen,1
6,2596762,layak,1
1,4643322,layak,0
9,9134006,layak,0
4,9095487,sangat sederhana,0
7,1353726,tidak layak,1
7,3334625,layak,1
1,8058943,layak,0
2,9105307,semi permanen,0
8,6528256,semi permanen,0
3,7815273,semi permanen,0
0,9659517,semi permanen,0
0,6583254,tidak layak,0
8,5177245,layak,1
6,8635538,semi permanen,0
6,2077251,tidak layak,1
4,6236954,semi permanen,0
9,9948879,layak,0
9,4567324,layak,1
8,7359232,semi permanen,0
9,1842979,tidak layak,1
2,9473216,semi permanen,0
9,3221227,semi permanen,1
2,1929158,sangat sederhana,1
6,1621881,layak,1
5,4803670,layak,1
3,7520179,sangat sederhana,0
6,1418616,semi permanen,1
5,1217125,tidak layak,1
2,3138916,layak,0
8,9230737,layak,0
0,7702786,tidak layak,0
5,7591350,layak,0
2,4975272,layak,0
2,4788452,semi permanen,1
1,1668205,semi permanen,1
6,1570386,sangat sederhana,1
8,1961555,sangat sederhana,1
0,8134295,sangat sederhana,0
6,8614508,semi permanen,0
1,4269931,tidak layak,1
8,3670208,semi permanen,1
0,1718975,semi permanen,1
1,2742994,sangat sederhana,1
6,8576854,semi permanen,0
7,1406499,sangat sederhana,1
2,9442876,tidak layak,0
3,9062481,tidak layak,0
4,7735930,layak,0
0,4983048,layak,0
3,7446631,semi permanen,0
5,5635860,sangat sederhana,1
1,4493361,sangat sederhana,1
6,1273055,tidak layak,1
5,4407526,tidak layak,1
4,3909271,layak,0
4,7594837,layak,0
0,8433218,sangat sederhana,0
8,7370272,tidak layak,0
0,1073586,semi permanen,1
9,1709490,sangat sederhana,1
2,1585065,tidak layak,1
3,1527398,layak,0
3,6538895,semi permanen,0
4,8893941,sangat sederhana,0
2,2138132,layak,0
1,2015952,tidak layak,1
1,5270853,sangat sederhana,0
6,5300447,layak,1
0,5827285,sangat sederhana,0
6,9225392,tidak layak,0
6,3970463,semi permanen,1
5,3366986,layak,1
0,6125428,sangat sederhana,0
0,1805775,tidak layak,1
5,7210170,layak,0
7,4476528,layak,1
9,5255949,semi permanen,1
0,5781756,sangat sederhana,0
5,9676298,semi permanen,0
0,6882612,layak,0
0,3813864,sangat sederhana,1
7,3823020,sangat sederhana,1
1,9876611,layak,0
2,1815756,layak,0
5,5051994,tidak layak,1
4,7398737,layak,0
3,5112930,semi permanen,0
7,9364893,tidak layak,0
6,3510591,sangat sederhana,1
9,7244335,tidak layak,0
1,3811384,layak,0
4,2715567,semi permanen,1
2,4683605,sangat sederhana,1
4,7400426,sangat sederhana,0
2,5789042,sangat sederhana,0
5,7004459,semi permanen,0
1,7368246,sangat sederhana,0
7,5437325,layak,1
6,7415565,sangat sederhana,0
4,1990275,tidak layak,1
8,3399713,layak,1
7,5765802,semi permanen,1
6,6773300,layak,0
4,3804876,semi permanen,1
7,2184613,sangat sederhana,1
3,6966499,sangat sederhana,0
4,2719427,sangat sederhana,1
2,4521291,sangat sederhana,1
1,2297535,layak,0
7,5514646,semi permanen,1
8,2639453,semi permanen,1
0,4208789,layak,0
6,7905028,semi permanen,0
9,5205122,semi permanen,1
2,1453860,tidak layak,1
2,9455708,sangat sederhana,0
2,7559137,sangat sederhana,0
6,4245407,layak,1
9,8876379,layak,0
7,9372804,sangat sederhana,0
5,1490614,sangat sederhana,1
1,4069835,sangat sederhana,1
3,5822375,sangat sederhana,0
0,8976994,sangat sederhana,0
0,8331196,tidak layak,0
6,7881717,tidak layak,0
5,9329359,semi permanen,0
4,5516485,layak,0
1,1105381,layak,0
8,6732355,sangat sederhana,0
4,7177286,layak,0
7,8145711,semi permanen,0
6,9415144,sangat sederhana,0
0,5149037,layak,0
9,8997495,tidak layak,0
0,2473590,sangat sederhana,1
7,5467751,layak,1
7,8378451,semi permanen,0
6,9285699,sangat sederhana,0
9,1781272,sangat sederhana,1
4,5464793,sangat sederhana,0
7,6595151,layak,0
0,3678064,layak,0
4,3417760,semi permanen,1
8,9236821,tidak layak,0
9,4940294,layak,1
9,4395501,semi permanen,1
1,4439376,semi permanen,1
8,8436703,tidak layak,0
9,9878877,layak,0
4,2811379,layak,1
4,6565395,layak,0
4,5302150,layak,0
7,3708423,sangat sederhana,1
9,6499363,layak,0
6,9043615,layak,0
3,2703228,semi permanen,1
3,9072210,sangat sederhana,0
9,9227268,semi permanen,0
4,4484161,tidak layak,1
9,6996346,tidak layak,0
5,6261030,sangat sederhana,0
2,7350700,semi permanen,0
5,8628057,layak,0
8,6211325,sangat sederhana,0
4,8736719,tidak layak,0
2,2378684,sangat sederhana,1
7,9545600,semi permanen,0
8,9827550,semi permanen,0
5,1306454,tidak layak,1
3,4471159,semi permanen,1
5,1160047,sangat sederhana,1
3,2480662,tidak layak,1
2,8529696,semi permanen,0
9,1963788,tidak layak,1
5,9694062,semi permanen,0
9,3667137,semi permanen,1
9,4162003,layak,1
6,1905473,tidak layak,1
5,8591790,sangat sederhana,0
6,9116927,sangat sederhana,0
6,8927888,layak,0
8,4877205,layak,1
5,3224522,tidak layak,1
7,7292930,semi permanen,0
4,6277675,sangat sederhana,0
9,1093730,layak,1
1,2496748,tidak layak,1
7,1831537,semi permanen,1
5,7755033,semi permanen,0
7,1058111,tidak layak,1
0,9626331,layak,0
8,6612411,semi permanen,0
5,6095647,layak,0
3,7339094,tidak layak,0
7,9369218,semi permanen,0
6,9423275,tidak layak,0
1,8961149,layak,0
2,8414813,layak,0
0,4611277,semi permanen,1
2,2597512,layak,0
0,8956589,layak,0
4,4149563,sangat sederhana,1
7,4223228,tidak layak,1
9,1704184,semi permanen,1
1,1132845,layak,0
5,9690140,sangat sederhana,0
9,1851372,tidak layak,1
1,4352803,semi permanen,1
3,8654498,sangat sederhana,0
5,6843498,semi permanen,0
6,4768894,tidak layak,1
8,6033737,sangat sederhana,0
4,3574683,tidak layak,1
3,1621287,tidak layak,1
9,2659634,layak,1
7,4331191,semi permanen,1
5,4854820,tidak layak,1
4,7966368,semi permanen,0
9,8523704,semi permanen,0
5,7083239,layak,0
2,9908780,layak,0
2,4229308,semi permanen,1
2,5902033,layak,0
6,7570731,tidak layak,0
3,9262667,layak,0
6,7973082,sangat sederhana,0
1,7424056,sangat sederhana,0
8,3603104,layak,1
8,3227815,sangat sederhana,1
2,9141071,semi permanen,0
4,7948000,layak,0
2,4580487,layak,0
7,5901026,layak,1
1,2881427,tidak layak,1
6,7329131,semi permanen,0
0,1459695,layak,0
0,2651813,semi permanen,1
9,6004049,sangat sederhana,0
1,6585835,tidak layak,0
1,4330336,semi permanen,1
7,2244025,layak,1
6,6425678,tidak layak,0
2,9639263,tidak layak,0
9,6181610,tidak layak,0
1,9652318,layak,0
5,6729378,tidak layak,0
0,3372468,sangat sederhana,1
5,5370910,layak,1
6,2499228,sangat sederhana,1
2,9896539,layak,0
6,3157519,tidak layak,1
3,7079873,layak,0
3,9152555,semi permanen,0
0,4628887,layak,0
4,2045130,sangat sederhana,1
3,2512090,semi permanen,1
0,8738597,tidak layak,0
2,7916075,semi permanen,0
6,1220643,layak,1
1,9205506,sangat sederhana,0
5,2602336,tidak layak,1
2,5409562,sangat sederhana,0
5,2437825,layak,1
8,3056739,sangat sederhana,1
2,4288168,layak,0
2,1674923,tidak layak,1
8,2680460,tidak layak,1
4,2445160,sangat sederhana,1
4,2638107,layak,1
5,3940979,tidak layak,1
3,7297421,layak,0
0,5731925,semi permanen,0
5,1993896,semi permanen,1
0,5911050,tidak layak,0
2,5797050,semi permanen,0
6,1088206,sangat sederhana,1
1,4474003,layak,0
