umur,status_pekerjaan,status_pernikahan,layak_subsidi
22,wirausaha,janda,0
78,wirausaha,duda,0
76,wirausaha,cerai,0
68,pengangguran,duda,1
19,pns,janda,0
52,pns,cerai,0
61,pekerja informal,menikah,0
26,pekerja informal,janda,0
74,karyawan tetap,duda,0
23,buruh,duda,0
56,pegawai tetap,menikah,0
42,wirausaha,menikah,0
68,pengangguran,duda,1
42,karyawan tetap,cerai,0
55,wirausaha,menikah,0
47,pegawai tetap,janda,0
59,pegawai tetap,janda,0
36,wirausaha,janda,0
31,pns,menikah,0
65,pengangguran,belum menikah,0
36,pekerja informal,menikah,0
44,pegawai tetap,menikah,0
30,pegawai tetap,cerai,0
55,pekerja informal,belum menikah,0
79,wirausaha,duda,0
52,pegawai tetap,menikah,0
38,karyawan tetap,duda,0
60,karyawan tetap,menikah,0
52,pengangguran,belum menikah,0
57,pns,cerai,0
78,pegawai tetap,janda,0
62,karyawan tetap,belum menikah,0
72,buruh,janda,1
21,pengangguran,menikah,0
53,pns,duda,0
77,pns,janda,0
46,buruh,janda,0
53,pegawai tetap,menikah,0
74,wirausaha,duda,0
67,pengangguran,janda,1
32,pengangguran,duda,0
32,buruh,cerai,0
27,karyawan tetap,belum menikah,0
70,pegawai tetap,duda,0
20,pns,duda,0
26,pegawai tetap,menikah,0
34,karyawan tetap,menikah,0
62,buruh,duda,0
70,karyawan tetap,janda,0
62,pegawai tetap,duda,0
54,karyawan tetap,janda,0
20,pns,belum menikah,0
55,pengangguran,menikah,0
48,buruh,duda,0
74,pengangguran,duda,1
34,wirausaha,cerai,0
48,wirausaha,duda,0
41,pekerja informal,cerai,0
21,wirausaha,belum menikah,0
44,buruh,belum menikah,0
58,pns,menikah,0
67,pns,duda,0
58,pengangguran,duda,0
66,wirausaha,menikah,0
70,pengangguran,duda,1
26,pns,belum menikah,0
23,karyawan tetap,janda,0
77,wirausaha,belum menikah,0
19,pengangguran,duda,0
44,buruh,janda,0
24,karyawan tetap,duda,0
24,pekerja informal,cerai,0
67,wirausaha,belum menikah,0
25,karyawan tetap,duda,0
67,pekerja informal,duda,1
78,pekerja informal,belum menikah,0
64,karyawan tetap,cerai,0
25,pengangguran,cerai,0
46,pekerja informal,duda,0
27,wirausaha,cerai,0
32,pekerja informal,menikah,0
42,pegawai tetap,belum menikah,0
73,wirausaha,janda,0
35,buruh,belum menikah,0
74,pekerja informal,menikah,0
32,buruh,duda,0
60,pegawai tetap,duda,0
40,wirausaha,belum menikah,0
70,pekerja informal,menikah,0
78,pengangguran,cerai,1
37,buruh,menikah,0
35,pns,janda,0
29,pegawai tetap,duda,0
67,buruh,duda,1
77,karyawan tetap,cerai,0
34,pegawai tetap,janda,0
56,pegawai tetap,janda,0
69,pengangguran,duda,1
65,wirausaha,janda,1
63,pengangguran,janda,0
58,buruh,cerai,0
64,pekerja informal,duda,0
44,karyawan tetap,duda,0
47,pengangguran,belum menikah,0
63,pengangguran,cerai,0
50,pegawai tetap,cerai,0
44,pns,belum menikah,0
60,wirausaha,belum menikah,1
37,wirausaha,duda,0
67,pegawai tetap,menikah,0
53,wirausaha,cerai,0
40,pegawai tetap,cerai,0
79,pengangguran,menikah,0
24,pengangguran,janda,0
66,pengangguran,menikah,0
78,pegawai tetap,belum menikah,0
50,pns,menikah,0
50,pekerja informal,janda,0
51,wirausaha,janda,0
55,pengangguran,janda,0
72,pengangguran,janda,1
25,pegawai tetap,janda,0
58,buruh,janda,0
21,buruh,duda,0
63,wirausaha,belum menikah,1
72,buruh,menikah,0
18,buruh,menikah,0
18,pns,menikah,0
64,buruh,duda,0
25,pegawai tetap,cerai,0
18,buruh,menikah,0
64,karyawan tetap,duda,0
20,pengangguran,menikah,0
68,buruh,menikah,0
18,pegawai tetap,janda,0
74,karyawan tetap,menikah,0
18,pekerja informal,duda,0
48,pegawai tetap,menikah,0
25,buruh,menikah,0
29,karyawan tetap,belum menikah,0
22,pns,menikah,0
69,pengangguran,cerai,1
27,pekerja informal,janda,0
35,pengangguran,belum menikah,0
78,karyawan tetap,cerai,0
41,pegawai tetap,belum menikah,0
76,wirausaha,cerai,0
19,pegawai tetap,duda,0
58,karyawan tetap,belum menikah,0
66,wirausaha,cerai,0
51,buruh,belum menikah,0
69,pns,menikah,0
37,buruh,belum menikah,0
79,pegawai tetap,menikah,0
32,wirausaha,duda,0
44,pekerja informal,belum menikah,0
77,pns,janda,0
43,pegawai tetap,duda,0
30,pengangguran,menikah,0
46,pengangguran,belum menikah,0
74,pns,belum menikah,0
53,pegawai tetap,menikah,0
29,buruh,duda,0
46,buruh,belum menikah,0
53,pns,janda,0
78,pekerja informal,menikah,0
34,pegawai tetap,menikah,0
21,pegawai tetap,duda,0
61,pegawai tetap,menikah,0
54,pekerja informal,belum menikah,0
77,wirausaha,belum menikah,0
48,buruh,cerai,0
30,pengangguran,belum menikah,0
34,pns,cerai,0
71,pegawai tetap,belum menikah,0
70,pengangguran,menikah,0
24,wirausaha,belum menikah,0
50,pekerja informal,menikah,0
36,buruh,cerai,0
67,karyawan tetap,janda,0
76,buruh,janda,1
67,pengangguran,cerai,1
54,karyawan tetap,menikah,0
62,pengangguran,menikah,0
48,pekerja informal,janda,0
51,pekerja informal,duda,0
63,buruh,cerai,0
33,pns,cerai,0
68,wirausaha,menikah,0
55,karyawan tetap,janda,0
20,karyawan tetap,janda,0
44,wirausaha,belum menikah,0
27,pegawai tetap,menikah,0
31,karyawan tetap,belum menikah,0
77,pekerja informal,janda,1
79,pegawai tetap,cerai,0
50,pns,janda,0
26,pns,menikah,0
30,karyawan tetap,cerai,0
69,pns,cerai,0
49,pns,menikah,0
38,wirausaha,duda,0
64,wirausaha,belum menikah,1
56,pns,duda,0
32,karyawan tetap,cerai,0
64,pegawai tetap,menikah,0
65,pengangguran,belum menikah,0
69,pns,belum menikah,0
59,karyawan tetap,belum menikah,0
66,wirausaha,cerai,0
54,karyawan tetap,cerai,0
77,pns,duda,0
62,pegawai tetap,cerai,0
71,karyawan tetap,duda,0
66,wirausaha,menikah,0
57,pegawai tetap,belum menikah,0
41,pengangguran,cerai,0
44,pns,menikah,0
65,pekerja informal,janda,0
57,pegawai tetap,duda,0
41,buruh,duda,0
44,wirausaha,cerai,0
50,pns,janda,0
58,pengangguran,belum menikah,0
37,wirausaha,belum menikah,0
55,pns,janda,0
36,wirausaha,menikah,0
78,pns,cerai,0
28,karyawan tetap,belum menikah,0
35,pekerja informal,menikah,0
59,wirausaha,menikah,0
72,pns,janda,0
74,pegawai tetap,janda,0
64,pns,belum menikah,0
33,pengangguran,janda,0
44,pengangguran,janda,0
57,pns,cerai,0
42,pekerja informal,janda,0
63,karyawan tetap,belum menikah,0
64,pegawai tetap,duda,0
26,pns,cerai,0
37,wirausaha,cerai,0
58,wirausaha,duda,1
61,pengangguran,cerai,0
65,pengangguran,belum menikah,0
54,karyawan tetap,belum menikah,0
40,karyawan tetap,janda,0
60,pns,cerai,0
19,buruh,duda,0
65,pekerja informal,menikah,0
59,karyawan tetap,menikah,0
36,pns,cerai,0
49,pns,belum menikah,0
53,pengangguran,janda,0
30,karyawan tetap,cerai,0
57,pengangguran,duda,0
64,wirausaha,janda,1
60,wirausaha,menikah,0
54,wirausaha,belum menikah,0
59,pengangguran,cerai,0
33,pekerja informal,janda,0
43,buruh,cerai,0
22,karyawan tetap,duda,0
33,pegawai tetap,menikah,0
66,pegawai tetap,cerai,0
30,pns,duda,0
27,karyawan tetap,duda,0
43,pekerja informal,menikah,0
19,pegawai tetap,duda,0
56,buruh,menikah,1
20,wirausaha,menikah,0
61,wirausaha,duda,1
52,pns,menikah,0
41,pegawai tetap,janda,0
75,buruh,menikah,0
30,pekerja informal,janda,0
42,pekerja informal,menikah,0
71,pns,menikah,0
22,pengangguran,janda,0
67,buruh,belum menikah,0
79,pegawai tetap,duda,0
45,wirausaha,belum menikah,0
56,pekerja informal,duda,0
23,pekerja informal,janda,0
66,buruh,cerai,1
38,pekerja informal,menikah,0
24,karyawan tetap,janda,0
76,wirausaha,duda,0
31,karyawan tetap,janda,0
73,pegawai tetap,cerai,0
53,pekerja informal,belum menikah,0
56,buruh,belum menikah,0
38,pengangguran,menikah,0
21,pengangguran,belum menikah,0
43,pns,janda,0
75,karyawan tetap,menikah,0
66,pns,belum menikah,0
20,karyawan tetap,menikah,0
45,pegawai tetap,janda,0
58,karyawan tetap,duda,0
22,karyawan tetap,belum menikah,0
49,pengangguran,duda,0
51,pegawai tetap,janda,0
75,karyawan tetap,janda,0
60,pekerja informal,menikah,0
62,pegawai tetap,menikah,0
79,pegawai tetap,menikah,0
60,pengangguran,cerai,0
66,pengangguran,cerai,1
44,karyawan tetap,cerai,0
19,buruh,cerai,0
74,pns,belum menikah,0
34,pekerja informal,menikah,0
30,pegawai tetap,duda,0
66,pegawai tetap,menikah,0
41,pns,belum menikah,0
21,buruh,menikah,0
75,buruh,belum menikah,0
33,buruh,belum menikah,0
22,pekerja informal,menikah,0
77,pegawai tetap,belum menikah,0
49,wirausaha,cerai,0
49,karyawan tetap,janda,0
65,pengangguran,belum menikah,0
40,pengangguran,menikah,0
55,pns,belum menikah,0
51,wirausaha,janda,0
77,pegawai tetap,cerai,0
55,pegawai tetap,belum menikah,0
28,wirausaha,belum menikah,0
34,pengangguran,janda,0
47,pns,janda,0
39,wirausaha,janda,0
67,pegawai tetap,duda,0
58,pns,menikah,0
67,wirausaha,menikah,0
35,pns,menikah,0
56,wirausaha,belum menikah,1
71,karyawan tetap,janda,0
79,karyawan tetap,belum menikah,0
55,pegawai tetap,cerai,0
42,karyawan tetap,janda,0
55,pns,cerai,0
72,pns,menikah,0
71,buruh,janda,1
31,pengangguran,menikah,0
74,pengangguran,cerai,1
70,pegawai tetap,duda,0
44,buruh,belum menikah,0
51,pengangguran,janda,0
71,pengangguran,cerai,1
44,pengangguran,belum menikah,0
20,wirausaha,menikah,0
60,karyawan tetap,duda,0
41,buruh,belum menikah,0
54,pekerja informal,cerai,0
72,pegawai tetap,cerai,0
53,pekerja informal,janda,0
73,pns,duda,0
24,buruh,menikah,0
40,pengangguran,janda,0
61,pengangguran,janda,0
33,pns,belum menikah,0
42,pekerja informal,janda,0
36,pekerja informal,menikah,0
20,wirausaha,belum menikah,0
46,pegawai tetap,duda,0
53,buruh,duda,0
24,buruh,janda,0
67,pns,duda,0
37,karyawan tetap,belum menikah,0
50,pengangguran,janda,0
68,buruh,duda,1
40,pengangguran,duda,0
66,pekerja informal,cerai,1
19,wirausaha,duda,0
55,pns,menikah,0
20,pengangguran,cerai,0
66,pns,belum menikah,0
22,pegawai tetap,duda,0
62,karyawan tetap,janda,0
43,karyawan tetap,menikah,0
28,buruh,duda,0
27,pegawai tetap,cerai,0
68,pekerja informal,janda,1
79,pekerja informal,cerai,1
64,karyawan tetap,janda,0
24,pns,cerai,0
26,karyawan tetap,belum menikah,0
18,pns,janda,0
45,buruh,cerai,0
22,wirausaha,cerai,0
55,pekerja informal,belum menikah,0
76,buruh,duda,1
76,buruh,duda,1
63,pengangguran,janda,0
52,wirausaha,janda,0
77,pegawai tetap,menikah,0
71,wirausaha,janda,0
63,wirausaha,janda,1
26,pegawai tetap,duda,0
30,pegawai tetap,menikah,0
47,pengangguran,duda,0
73,pekerja informal,duda,1
75,pns,janda,0
19,karyawan tetap,duda,0
37,pns,belum menikah,0
63,pengangguran,duda,0
66,karyawan tetap,belum menikah,0
65,pns,belum menikah,0
26,buruh,cerai,0
58,karyawan tetap,menikah,0
38,buruh,duda,0
77,pengangguran,belum menikah,0
41,buruh,belum menikah,0
67,karyawan tetap,janda,0
26,pns,duda,0
59,pekerja informal,cerai,0
64,pengangguran,belum menikah,0
39,pegawai tetap,janda,0
58,karyawan tetap,menikah,0
36,wirausaha,janda,0
65,pengangguran,duda,0
22,buruh,duda,0
59,pegawai tetap,cerai,0
55,pekerja informal,janda,0
67,wirausaha,belum menikah,0
22,wirausaha,cerai,0
47,pegawai tetap,duda,0
44,karyawan tetap,menikah,0
36,wirausaha,belum menikah,0
70,pns,belum menikah,0
72,pegawai tetap,duda,0
27,buruh,duda,0
70,buruh,janda,1
75,pns,menikah,0
49,pns,belum menikah,0
68,karyawan tetap,belum menikah,0
39,wirausaha,cerai,0
36,buruh,cerai,0
37,karyawan tetap,belum menikah,0
51,wirausaha,janda,0
42,wirausaha,janda,0
73,pengangguran,janda,1
73,buruh,belum menikah,0
47,wirausaha,cerai,0
33,pegawai tetap,duda,0
78,pns,belum menikah,0
23,pekerja informal,cerai,0
34,pns,duda,0
52,pegawai tetap,janda,0
35,karyawan tetap,janda,0
36,wirausaha,cerai,0
25,karyawan tetap,belum menikah,0
44,pns,menikah,0
44,wirausaha,cerai,0
30,pns,janda,0
40,pns,cerai,0
77,pegawai tetap,belum menikah,0
64,pekerja informal,janda,0
46,wirausaha,duda,0
36,pns,cerai,0
21,pengangguran,menikah,0
43,pns,duda,0
60,karyawan tetap,menikah,0
60,karyawan tetap,duda,0
77,pegawai tetap,cerai,0
39,buruh,menikah,0
58,pekerja informal,janda,0
23,pekerja informal,cerai,0
48,pekerja informal,menikah,0
20,buruh,janda,0
19,buruh,duda,0
52,pns,duda,0
67,pengangguran,belum menikah,0
59,pekerja informal,duda,0
64,pegawai tetap,belum menikah,0
70,wirausaha,cerai,0
76,wirausaha,cerai,0
39,wirausaha,menikah,0
44,pengangguran,janda,0
30,buruh,menikah,0
23,pns,belum menikah,0
54,pengangguran,cerai,0
18,pns,belum menikah,0
39,pekerja informal,cerai,0
52,buruh,janda,0
54,karyawan tetap,janda,0
39,karyawan tetap,janda,0
32,karyawan tetap,duda,0
29,wirausaha,cerai,0
25,pekerja informal,janda,0
40,pekerja informal,cerai,0
32,pegawai tetap,duda,0
77,karyawan tetap,menikah,0
79,karyawan tetap,janda,0
44,wirausaha,duda,0
62,karyawan tetap,menikah,0
47,wirausaha,duda,0
36,buruh,belum menikah,0
65,karyawan tetap,duda,0
18,buruh,cerai,0
54,pns,belum menikah,0
43,pekerja informal,duda,0
20,pegawai tetap,cerai,0
68,pegawai tetap,menikah,0
44,wirausaha,belum menikah,0
73,wirausaha,cerai,0
67,pengangguran,janda,1
64,karyawan tetap,janda,0
30,pegawai tetap,cerai,0
32,buruh,belum menikah,0
78,pekerja informal,duda,1
62,buruh,janda,0
58,pengangguran,cerai,0
38,pegawai tetap,cerai,0
23,karyawan tetap,cerai,0
72,wirausaha,duda,0
39,pegawai tetap,duda,0
45,karyawan tetap,cerai,0
39,karyawan tetap,belum menikah,0
72,pns,duda,0
19,karyawan tetap,janda,0
77,buruh,duda,1
76,pengangguran,menikah,0
41,karyawan tetap,duda,0
27,pns,belum menikah,0
72,pekerja informal,janda,1
30,buruh,menikah,0
38,pengangguran,janda,0
45,pns,cerai,0
79,karyawan tetap,cerai,0
44,pegawai tetap,janda,0
47,pegawai tetap,duda,0
39,pekerja informal,janda,0
49,pengangguran,belum menikah,0
51,buruh,belum menikah,0
43,pengangguran,menikah,0
48,pegawai tetap,duda,0
51,buruh,cerai,0
41,pns,belum menikah,0
35,buruh,menikah,0
73,pegawai tetap,menikah,0
76,pns,janda,0
67,pengangguran,duda,1
77,buruh,duda,1
57,pns,menikah,0
23,karyawan tetap,cerai,0
56,pengangguran,cerai,0
36,pns,janda,0
49,pengangguran,cerai,0
52,wirausaha,belum menikah,0
40,wirausaha,duda,0
26,pengangguran,belum menikah,0
59,pekerja informal,belum menikah,0
42,pegawai tetap,janda,0
51,pekerja informal,duda,0
77,pegawai tetap,janda,0
45,pegawai tetap,janda,0
55,pengangguran,belum menikah,0
28,pegawai tetap,menikah,0
68,buruh,janda,1
57,buruh,menikah,1
58,pekerja informal,cerai,0
65,pekerja informal,cerai,0
56,wirausaha,cerai,1
19,pengangguran,janda,0
19,pekerja informal,belum menikah,0
70,pengangguran,janda,1
30,buruh,duda,0
69,karyawan tetap,belum menikah,0
78,pegawai tetap,menikah,0
59,pengangguran,belum menikah,0
25,pns,cerai,0
34,buruh,belum menikah,0
32,karyawan tetap,menikah,0
37,karyawan tetap,belum menikah,0
35,pns,belum menikah,0
45,karyawan tetap,belum menikah,0
79,wirausaha,belum menikah,0
55,pekerja informal,cerai,0
77,pekerja informal,janda,1
71,buruh,cerai,1
35,wirausaha,belum menikah,0
77,buruh,janda,1
61,buruh,menikah,0
67,pengangguran,duda,1
64,buruh,menikah,0
26,buruh,duda,0
72,pns,cerai,0
73,karyawan tetap,janda,0
69,pns,duda,0
20,pengangguran,belum menikah,0
20,karyawan tetap,belum menikah,0
30,karyawan tetap,janda,0
19,buruh,cerai,0
68,pekerja informal,menikah,0
19,wirausaha,duda,0
52,pns,cerai,0
53,pengangguran,belum menikah,0
59,pekerja informal,duda,0
23,pegawai tetap,duda,0
79,pekerja informal,janda,1
56,wirausaha,duda,1
49,karyawan tetap,janda,0
45,pekerja informal,duda,0
21,pengangguran,janda,0
74,wirausaha,janda,0
41,karyawan tetap,menikah,0
54,pengangguran,duda,0
74,karyawan tetap,belum menikah,0
23,wirausaha,cerai,0
68,wirausaha,janda,0
79,pns,belum menikah,0
33,pegawai tetap,belum menikah,0
77,pekerja informal,cerai,1
59,pns,menikah,0
47,pekerja informal,duda,0
21,pns,cerai,0
50,pegawai tetap,cerai,0
46,buruh,menikah,1
63,karyawan tetap,belum menikah,0
46,buruh,janda,0
59,pegawai tetap,janda,0
74,pegawai tetap,belum menikah,0
24,pegawai tetap,cerai,0
20,buruh,menikah,0
50,karyawan tetap,belum menikah,0
25,buruh,cerai,0
33,wirausaha,cerai,0
34,wirausaha,menikah,0
79,pns,cerai,0
61,pengangguran,cerai,0
39,wirausaha,duda,0
36,pekerja informal,cerai,0
66,pengangguran,cerai,1
53,pegawai tetap,menikah,0
21,pengangguran,menikah,0
55,pns,menikah,0
36,pns,cerai,0
31,pengangguran,janda,0
33,pekerja informal,janda,0
55,pns,duda,0
28,buruh,janda,0
65,pekerja informal,belum menikah,0
57,pengangguran,duda,0
53,pekerja informal,duda,0
29,karyawan tetap,janda,0
62,pns,janda,0
22,pengangguran,cerai,0
79,karyawan tetap,cerai,0
57,pns,belum menikah,0
79,buruh,belum menikah,0
62,pns,belum menikah,0
73,pengangguran,menikah,0
24,pns,cerai,0
46,pegawai tetap,belum menikah,0
74,pegawai tetap,belum menikah,0
53,pns,cerai,0
57,pengangguran,menikah,0
67,buruh,janda,1
64,pengangguran,cerai,0
52,pegawai tetap,cerai,0
46,pengangguran,belum menikah,0
41,pengangguran,belum menikah,0
79,karyawan tetap,duda,0
76,pekerja informal,duda,1
78,wirausaha,janda,0
21,pegawai tetap,janda,0
23,pegawai tetap,menikah,0
67,wirausaha,belum menikah,0
62,pegawai tetap,duda,0
45,karyawan tetap,duda,0
26,karyawan tetap,duda,0
31,pegawai tetap,menikah,0
64,buruh,menikah,0
20,buruh,belum menikah,0
55,karyawan tetap,cerai,0
21,pekerja informal,cerai,0
76,karyawan tetap,cerai,0
30,karyawan tetap,belum menikah,0
21,pengangguran,menikah,0
62,buruh,menikah,0
45,pekerja informal,janda,0
47,wirausaha,janda,0
67,karyawan tetap,cerai,0
55,buruh,cerai,0
74,buruh,belum menikah,0
42,buruh,janda,0
50,pegawai tetap,belum menikah,0
27,buruh,duda,0
34,pns,belum menikah,0
37,pegawai tetap,cerai,0
74,karyawan tetap,duda,0
36,pekerja informal,janda,0
49,buruh,belum menikah,0
54,pns,menikah,0
63,wirausaha,belum menikah,1
37,pengangguran,belum menikah,0
59,wirausaha,belum menikah,1
44,karyawan tetap,cerai,0
72,pengangguran,cerai,1
76,pegawai tetap,belum menikah,0
55,pekerja informal,belum menikah,0
59,wirausaha,duda,1
65,pengangguran,menikah,0
79,pekerja informal,cerai,1
38,pengangguran,janda,0
59,buruh,janda,0
66,pengangguran,belum menikah,0
22,pekerja informal,cerai,0
47,pekerja informal,menikah,0
49,pekerja informal,cerai,0
41,karyawan tetap,duda,0
59,buruh,janda,0
64,pekerja informal,belum menikah,0
51,buruh,cerai,0
48,karyawan tetap,duda,0
54,buruh,cerai,0
49,pegawai tetap,duda,0
76,pegawai tetap,belum menikah,0
36,buruh,duda,0
77,pns,menikah,0
63,karyawan tetap,janda,0
75,pns,cerai,0
58,pegawai tetap,cerai,0
76,pns,belum menikah,0
18,karyawan tetap,menikah,0
20,pegawai tetap,duda,0
52,buruh,duda,0
41,pns,belum menikah,0
54,pns,belum menikah,0
36,wirausaha,menikah,0
24,karyawan tetap,janda,0
43,pns,menikah,0
28,pegawai tetap,cerai,0
55,karyawan tetap,cerai,0
68,buruh,janda,1
61,pns,janda,0
37,pns,janda,0
60,pns,belum menikah,0
22,karyawan tetap,janda,0
49,pengangguran,duda,0
74,pns,belum menikah,0
78,wirausaha,menikah,0
64,pengangguran,janda,0
69,pns,janda,0
39,pengangguran,cerai,0
31,wirausaha,duda,0
39,pekerja informal,cerai,0
35,pegawai tetap,duda,0
41,pegawai tetap,janda,0
26,buruh,belum menikah,0
70,wirausaha,janda,0
51,buruh,duda,0
30,buruh,duda,0
71,pegawai tetap,menikah,0
75,pegawai tetap,cerai,0
68,karyawan tetap,cerai,0
35,karyawan tetap,duda,0
57,pekerja informal,cerai,0
42,karyawan tetap,belum menikah,0
48,buruh,cerai,0
78,pegawai tetap,belum menikah,0
38,wirausaha,menikah,0
47,pekerja informal,menikah,0
60,karyawan tetap,janda,0
41,buruh,duda,0
31,buruh,janda,0
70,pengangguran,duda,1
61,buruh,belum menikah,0
79,pns,belum menikah,0
67,karyawan tetap,duda,0
51,wirausaha,belum menikah,0
22,karyawan tetap,janda,0
67,pns,janda,0
65,wirausaha,janda,1
43,pengangguran,cerai,0
31,wirausaha,belum menikah,0
76,pns,duda,0
75,karyawan tetap,belum menikah,0
50,karyawan tetap,belum menikah,0
45,buruh,belum menikah,0
47,pekerja informal,duda,0
24,pegawai tetap,belum menikah,0
75,wirausaha,duda,0
51,pegawai tetap,menikah,0
23,buruh,menikah,0
55,wirausaha,duda,1
67,buruh,cerai,1
71,pekerja informal,menikah,0
38,buruh,menikah,0
42,wirausaha,menikah,0
34,pns,belum menikah,0
70,pegawai tetap,belum menikah,0
29,wirausaha,menikah,0
31,buruh,janda,0
61,pegawai tetap,menikah,0
66,karyawan tetap,duda,0
47,pegawai tetap,duda,0
74,pns,menikah,0
69,pns,belum menikah,0
63,pekerja informal,duda,0
32,pengangguran,cerai,0
30,pekerja informal,janda,0
68,pekerja informal,belum menikah,0
41,buruh,duda,0
56,pns,menikah,0
39,wirausaha,menikah,0
68,pns,belum menikah,0
33,pns,janda,0
67,pengangguran,duda,1
27,wirausaha,belum menikah,0
23,buruh,janda,0
38,pns,menikah,0
30,pns,cerai,0
75,pns,cerai,0
47,pengangguran,menikah,0
47,karyawan tetap,menikah,0
26,pengangguran,belum menikah,0
68,pengangguran,belum menikah,0
26,buruh,duda,0
37,wirausaha,cerai,0
41,pns,belum menikah,0
46,pekerja informal,duda,0
41,pegawai tetap,janda,0
24,pekerja informal,belum menikah,0
30,wirausaha,cerai,0
48,pns,cerai,0
24,pekerja informal,cerai,0
24,pegawai tetap,cerai,0
67,buruh,cerai,1
30,pegawai tetap,belum menikah,0
59,pegawai tetap,cerai,0
22,pekerja informal,duda,0
57,karyawan tetap,belum menikah,0
54,wirausaha,janda,0
63,pekerja informal,menikah,0
28,pekerja informal,janda,0
39,pekerja informal,belum menikah,0
52,buruh,cerai,0
35,buruh,menikah,0
42,pegawai tetap,janda,0
79,pns,cerai,0
24,pekerja informal,belum menikah,0
64,pegawai tetap,cerai,0
50,karyawan tetap,janda,0
27,wirausaha,janda,0
68,wirausaha,cerai,0
47,buruh,duda,0
47,buruh,duda,0
18,pengangguran,cerai,0
36,karyawan tetap,janda,0
59,pengangguran,menikah,0
36,wirausaha,belum menikah,0
58,pegawai tetap,duda,0
71,pns,duda,0
65,pegawai tetap,menikah,0
18,pegawai tetap,duda,0
48,pegawai tetap,janda,0
41,pengangguran,menikah,0
57,buruh,belum menikah,0
29,buruh,menikah,0
47,pegawai tetap,menikah,0
48,pengangguran,janda,0
44,pegawai tetap,duda,0
40,karyawan tetap,menikah,0
77,pns,menikah,0
27,pegawai tetap,duda,0
28,wirausaha,duda,0
43,pns,belum menikah,0
55,pns,menikah,0
65,buruh,cerai,0
58,pengangguran,janda,0
38,karyawan tetap,janda,0
34,buruh,belum menikah,0
77,pns,belum menikah,0
19,karyawan tetap,janda,0
48,pns,menikah,0
44,buruh,belum menikah,0
56,pengangguran,cerai,0
22,wirausaha,menikah,0
53,pengangguran,menikah,0
18,wirausaha,duda,0
25,karyawan tetap,janda,0
41,pns,cerai,0
61,buruh,belum menikah,0
45,pegawai tetap,janda,0
18,pekerja informal,menikah,0
61,pns,menikah,0
24,pegawai tetap,cerai,0
49,pegawai tetap,belum menikah,0
35,karyawan tetap,belum menikah,0
54,buruh,cerai,0
48,pegawai tetap,duda,0
30,pekerja informal,duda,0
67,pekerja informal,belum menikah,0
46,pegawai tetap,cerai,0
49,buruh,belum menikah,0
36,buruh,belum menikah,0
68,pengangguran,menikah,0
51,karyawan tetap,duda,0
62,pns,cerai,0
76,pegawai tetap,janda,0
46,karyawan tetap,cerai,0
53,pns,menikah,0
77,pns,janda,0
38,karyawan tetap,cerai,0
47,wirausaha,belum menikah,0
28,wirausaha,menikah,0
51,pns,menikah,0
25,pns,belum menikah,0
18,pengangguran,cerai,0
20,pns,janda,0
77,buruh,belum menikah,0
70,pekerja informal,duda,1
55,pns,cerai,0
32,pekerja informal,duda,0
47,karyawan tetap,cerai,0
24,pengangguran,belum menikah,0
60,pegawai tetap,menikah,0
54,buruh,cerai,0
41,pekerja informal,belum menikah,0
75,pns,belum menikah,0
54,karyawan tetap,janda,0
36,buruh,cerai,0
74,buruh,menikah,0
45,buruh,belum menikah,0
46,pengangguran,menikah,0
64,karyawan tetap,janda,0
65,wirausaha,belum menikah,1
47,karyawan tetap,menikah,0
68,wirausaha,cerai,0
51,buruh,cerai,0
51,pekerja informal,duda,0
76,pns,cerai,0
63,karyawan tetap,menikah,0
57,pengangguran,belum menikah,0
20,pns,belum menikah,0
35,pengangguran,duda,0
36,pegawai tetap,janda,0
66,karyawan tetap,janda,0
35,wirausaha,menikah,0
63,pegawai tetap,menikah,0
58,pekerja informal,cerai,0
55,pns,duda,0
34,wirausaha,duda,0
75,pegawai tetap,menikah,0
47,pengangguran,cerai,0
29,pegawai tetap,janda,0
19,pns,belum menikah,0
62,karyawan tetap,janda,0
22,pegawai tetap,duda,0
23,wirausaha,cerai,0
50,wirausaha,cerai,0
59,pengangguran,belum menikah,0
43,pengangguran,cerai,0
55,pengangguran,janda,0
18,wirausaha,janda,0
32,pegawai tetap,janda,0
64,pns,menikah,0
52,pegawai tetap,cerai,0
24,buruh,menikah,0
65,wirausaha,duda,1
62,pns,janda,0
19,buruh,menikah,0
49,wirausaha,menikah,0
30,pengangguran,belum menikah,0
70,buruh,belum menikah,0
45,wirausaha,belum menikah,0
46,wirausaha,cerai,0
20,buruh,cerai,0
71,pengangguran,menikah,0
54,pegawai tetap,janda,0
33,pekerja informal,menikah,0
45,karyawan tetap,janda,0
33,pekerja informal,janda,0
43,pengangguran,menikah,0
40,buruh,duda,0
39,pegawai tetap,menikah,0
39,pekerja informal,belum menikah,0
79,pegawai tetap,duda,0
36,karyawan tetap,cerai,0
69,buruh,janda,1
77,buruh,duda,1
46,buruh,cerai,0
52,wirausaha,belum menikah,0
62,karyawan tetap,duda,0
47,wirausaha,cerai,0
36,buruh,janda,0
70,pengangguran,duda,1
74,pengangguran,janda,1
66,pekerja informal,menikah,0
19,pengangguran,belum menikah,0
70,pegawai tetap,belum menikah,0
34,karyawan tetap,belum menikah,0
59,pns,menikah,0
26,karyawan tetap,janda,0
